t,state,attacker_action,defender_action,UD,UA,SAP,SAL,DC,ASSC,NC,AIC,AS_success,is_absorbing,power_W,q_vec,p_vec,td_loss,entropy
646,p2_s3,destroy,iphop,5.268556918047464,3.8936706522092024,5.78653646241792,4.393670652209202,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
647,p2_s3,lateral,iphop,5.237228857907634,4.249652920938448,5.770772706776162,4.899652920938449,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
648,p2_s3,destroy,iphop,5.351171741533822,4.042026486880784,5.902552146083728,4.542026486880784,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
649,p2_s3,destroy,iphop,5.081745739059042,4.170497072844381,5.636836103437664,4.670497072844381,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
650,entry,destroy,iphop,4.006110479810105,5.447972228058772,4.542125791133538,5.947972228058772,0.7360153113234325,0.3,0.1860153113234325,0.25,0,0,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
651,p2_s0,destroy,iphop,4.707226562024326,4.992052563240352,5.226412453651601,5.492052563240352,0.7360153113234325,0.3,0.1860153113234325,0.25,0,0,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
652,p2_s1,destroy,iphop,4.697464311763017,4.731322564462612,5.215293674549937,5.231322564462612,0.7360153113234325,0.3,0.1860153113234325,0.25,0,0,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
653,p2_s2,destroy,iphop,4.805911890103932,4.579491506688989,5.339104801266167,5.079491506688989,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
654,p2_s3,destroy,iphop,5.13694226180699,4.529955498543789,5.68809362303658,5.029955498543789,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
655,p2_s3,destroy,iphop,5.070265551041697,3.9498190731580407,5.625459347858392,4.449819073158041,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
