t,state,attacker_action,defender_action,UD,UA,SAP,SAL,DC,ASSC,NC,AIC,AS_success,is_absorbing,power_W,q_vec,p_vec,td_loss,entropy
318,p2_s3,destroy,iphop,5.285482454155252,4.398361243804606,5.836517510414118,4.898361243804606,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
319,p2_s3,destroy,iphop,5.164885409071246,4.144002062645252,5.697903176201419,4.644002062645252,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
320,p2_s3,lateral,iphop,5.128031713177672,4.116378134950024,5.645788119486552,4.766378134950024,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
321,p2_s3,lateral,iphop,4.9547491073436865,3.7788596864727455,5.474031305896397,4.428859686472745,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
322,p2_s3,destroy,iphop,5.232545499392146,4.3141001280864675,5.768737836901386,4.8141001280864675,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
323,p2_s3,lateral,iphop,4.716614568749899,4.305616385242726,5.269554288156835,4.955616385242727,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
324,p2_s3,lateral,iphop,5.272570593721024,3.781886396325022,5.8266974722845895,4.431886396325022,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
325,p2_s3,lateral,iphop,5.185680140410868,4.394384838706784,5.724342486736256,5.044384838706784,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
326,p2_s3,destroy,iphop,5.282804213063745,4.171901145829011,5.803568355377585,4.671901145829011,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
327,p2_s3,destroy,iphop,5.3534928943292766,4.3646513968407525,5.870380687084619,4.8646513968407525,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
328,p2_s3,destroy,iphop,5.081265933838857,4.298918670991237,5.6118631293961325,4.798918670991237,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
329,p2_s3,destroy,iphop,5.3524436141758835,3.96243850800334,5.901731603183576,4.46243850800334,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
330,p2_s3,lateral,iphop,4.959060202307619,4.280725488072544,5.514836146112909,4.930725488072544,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
331,p2_s3,destroy,iphop,5.154047370794119,4.276829169086486,5.698143435024013,4.776829169086486,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
332,p2_s3,destroy,iphop,5.297571562170811,4.449015651499181,5.822558339869409,4.949015651499181,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
333,p2_s3,lateral,iphop,5.137189380273944,4.060951257903073,5.653206454395231,4.710951257903074,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
334,p2_s3,destroy,iphop,4.997024595685506,4.156938249834946,5.522458253286539,4.656938249834946,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
335,p2_s3,destroy,iphop,5.338129315713088,4.310019342626095,5.882708280426443,4.810019342626095,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
336,p2_s3,destroy,iphop,5.118579050750861,4.2365524876995,5.674429939143156,4.7365524876995,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
337,p2_s3,destroy,iphop,5.354178922869421,4.396776112350536,5.903064996859994,4.896776112350536,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
338,p2_s3,destroy,iphop,5.225491092972646,4.497639804645017,5.755579032721892,4.997639804645017,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
339,p2_s3,destroy,iphop,5.271591876348574,4.194190299231503,5.788331279946324,4.694190299231503,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
340,p2_s3,destroy,iphop,5.138874558171085,4.151156501631132,5.65998760628493,4.651156501631132,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
341,p2_s3,destroy,iphop,5.356317454502388,4.091503373713852,5.895505219201915,4.591503373713852,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
342,p2_s3,destroy,iphop,5.325495446206241,4.501012204891729,5.879841188487986,5.001012204891729,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
343,p2_s3,destroy,iphop,5.125890477388535,4.155778340973128,5.67854128356454,4.655778340973128,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
344,p2_s3,destroy,iphop,5.245651339603488,4.385123888007778,5.781312612424812,4.885123888007778,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
345,p2_s3,destroy,iphop,5.2317546951723335,4.696881685555451,5.750751936005084,5.196881685555451,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
346,p2_s3,lateral,iphop,5.190416638384367,3.853402996952252,5.708396182754823,4.503402996952252,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
347,p2_s3,lateral,iphop,5.156645113032886,4.184405685239697,5.6901889619014145,4.834405685239697,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
348,p2_s3,lateral,iphop,5.098934846749907,4.51921671005399,5.650315251299813,5.16921671005399,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
349,p2_s3,destroy,iphop,4.939326524357443,4.456259480794701,5.4944168887360645,4.956259480794701,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
350,entry,lateral,iphop,3.9669541524369643,5.070151845140912,4.5029694637603965,5.720151845140912,0.7360153113234325,0.3,0.1860153113234325,0.25,0,0,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
351,p2_s0,destroy,iphop,4.413033618977385,4.705271535338058,4.93221951060466,5.205271535338058,0.7360153113234325,0.3,0.1860153113234325,0.25,0,0,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
352,p2_s1,destroy,iphop,4.662437999989285,4.696808574162441,5.1802673627762035,5.196808574162441,0.7360153113234325,0.3,0.1860153113234325,0.25,0,0,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
353,p2_s2,lateral,iphop,4.7659239498192125,4.335035341672067,5.299116860981447,4.985035341672067,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
354,p2_s3,destroy,iphop,5.27875367673613,4.090019524156768,5.829905037965721,4.590019524156768,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
355,p2_s3,lateral,iphop,4.950277810812516,3.9325864667035346,5.505471607629211,4.5825864667035345,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
356,p2_s3,lateral,iphop,4.949865955759737,4.1591574440706,5.491469577047148,4.809157444070601,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
357,p2_s3,destroy,iphop,5.049218094927195,3.6934947067803128,5.572093674276251,4.193494706780313,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
358,p2_s3,destroy,iphop,5.385254646396154,4.249437787529722,5.901482792787119,4.749437787529722,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
359,p2_s3,lateral,iphop,4.964982837933637,4.473863684253865,5.492755779552234,5.123863684253865,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
360,p2_s3,destroy,iphop,5.55457705238214,4.185729437844188,6.1014727859233595,4.685729437844188,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
361,p2_s3,destroy,iphop,5.3331136223708535,4.358209492662669,5.8891287378253,4.858209492662669,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
362,p2_s3,lateral,iphop,4.989484584567249,4.285996920789095,5.536231354250689,4.935996920789095,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
363,p2_s3,destroy,iphop,5.417594053527605,4.18631894188018,5.945206024114504,4.68631894188018,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
364,p2_s3,destroy,iphop,5.166180151009026,4.029149560943641,5.682383315218562,4.529149560943641,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
365,p2_s3,destroy,iphop,5.49189704689097,3.9564494711355844,6.014906601411259,4.456449471135585,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
366,p2_s3,destroy,iphop,5.285302157636695,4.283968353745352,5.827075535293429,4.783968353745352,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
367,p2_s3,destroy,iphop,5.212471981700011,4.532524913443561,5.767715242861035,5.032524913443561,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
368,p2_s3,lateral,iphop,5.1806853205726995,4.757275781640531,5.731720376831566,5.407275781640531,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
369,p2_s3,destroy,iphop,5.212866172049331,4.405217691592073,5.745883939179505,4.905217691592073,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
370,p2_s3,destroy,iphop,5.24148790305116,3.991585167109276,5.7592443093600405,4.491585167109276,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
371,p2_s3,lateral,iphop,4.905852234467296,4.68015661739489,5.425134433020006,5.33015661739489,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
372,p2_s3,destroy,iphop,5.326954180939638,4.2519534704174005,5.863146518448878,4.7519534704174005,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
373,p2_s3,destroy,iphop,5.104242403258235,4.944245811491597,5.65718212266517,5.444245811491597,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
374,p2_s3,destroy,iphop,5.381537603629347,4.149352898521046,5.935664482192912,4.649352898521046,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
375,p2_s3,destroy,iphop,5.2522367782970925,4.33681857644972,5.79089912462248,4.83681857644972,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
376,p2_s3,destroy,iphop,5.177806091808071,4.279725103902777,5.698570234121911,4.779725103902777,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
377,p2_s3,destroy,iphop,5.54335890473099,4.08853139159463,6.060246697486333,4.58853139159463,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
378,p2_s3,lateral,iphop,5.121587170537152,3.8618328354402123,5.652184366094428,4.511832835440212,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
379,p2_s3,destroy,iphop,5.343385406519281,4.276969016679461,5.892673395526972,4.776969016679461,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
380,p2_s3,destroy,iphop,4.830460397909375,4.636189832958355,5.386236341714666,5.136189832958355,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
381,p2_s3,destroy,iphop,5.133783688481284,4.312726355460948,5.677879752711177,4.812726355460948,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
382,p2_s3,destroy,iphop,5.1292435272709245,4.495274152229136,5.654230304969523,4.995274152229136,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
383,p2_s3,lateral,iphop,4.945261906139325,4.749967006388482,5.461278980260612,5.399967006388482,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
384,p2_s3,destroy,iphop,5.664383963994306,4.168558394056683,6.1898176215953375,4.668558394056683,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
385,p2_s3,destroy,iphop,5.271107441196319,4.404929876021766,5.815686405909675,4.904929876021766,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
386,p2_s3,destroy,iphop,5.125785788560676,4.402973045932805,5.68163667695297,4.902973045932805,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
387,p2_s3,destroy,iphop,5.143572464007615,4.151430658951404,5.692458537998188,4.651430658951404,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
388,p2_s3,destroy,iphop,5.208212345160151,4.579102656903861,5.738300284909396,5.079102656903861,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
389,p2_s3,destroy,iphop,5.238470106985862,4.680978167173768,5.7552095105836125,5.180978167173768,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
390,p2_s3,lateral,iphop,5.001598609466805,4.5419567283707565,5.52271165758065,5.191956728370757,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
391,p2_s3,destroy,iphop,4.982166490837299,4.266380518722849,5.521354255536826,4.766380518722849,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
392,p2_s3,destroy,iphop,5.178475596741559,4.350090371381004,5.732821339023305,4.850090371381004,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
393,p2_s3,destroy,iphop,5.18163129217971,4.454680913764505,5.734282098355715,4.954680913764505,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
394,p2_s3,destroy,iphop,5.463389311856065,4.3324657616554205,5.99905058467739,4.8324657616554205,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
395,p2_s3,destroy,iphop,5.17230021953361,4.3262460063520685,5.69129746036636,4.8262460063520685,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
396,p2_s3,destroy,iphop,5.29990037214505,4.101133645403743,5.817879916515507,4.601133645403743,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
397,p2_s3,destroy,iphop,5.123112980213224,3.9050064227604993,5.6566568290817525,4.4050064227605,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
398,p2_s3,destroy,iphop,5.2536689042918585,4.08867203271164,5.805049308841765,4.58867203271164,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
399,p2_s3,destroy,iphop,5.103822948818174,4.109091730301164,5.658913313196796,4.609091730301164,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
400,entry,destroy,iphop,4.003776532162513,5.023231527077507,4.539791843485946,5.523231527077507,0.7360153113234325,0.3,0.1860153113234325,0.25,0,0,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
401,p2_s0,destroy,iphop,4.7968201930608085,4.738315901874081,5.316006084688084,5.238315901874081,0.7360153113234325,0.3,0.1860153113234325,0.25,0,0,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
402,p2_s1,lateral,iphop,4.621326558807791,4.841842702621452,5.13915592159471,5.491842702621453,0.7360153113234325,0.3,0.1860153113234325,0.25,0,0,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
403,p2_s2,destroy,iphop,5.187446704028163,4.458657367614584,5.720639615190398,4.958657367614584,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
404,p2_s3,destroy,iphop,5.205107053272153,4.3560128174090815,5.756258414501744,4.8560128174090815,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
405,p2_s3,destroy,iphop,4.92255263145956,4.784257487666425,5.477746428276255,5.284257487666425,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
406,p2_s3,destroy,iphop,5.3028124969170065,4.411824585114114,5.844416118204418,4.911824585114114,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
407,p2_s3,lateral,iphop,4.914406836164259,3.882449853554125,5.437282415513315,4.532449853554125,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
408,p2_s3,destroy,iphop,4.9985350770085955,4.487305765676321,5.5147632233995605,4.987305765676321,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
409,p2_s3,destroy,iphop,5.261135168294076,3.982691769556317,5.788908109912673,4.482691769556317,0.7360153113234325,0.3,0.1860153113234325,0.25,1,1,,"[0.9257529174238867, 0.07421704460023987, 3.0037975874680683e-05]","[1.0537791119349076e-16, 0.7386552333639129, 0.26134476663608713]",,
