state,case,dominant_strategy,iteration,probability
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,108,0.03962623728331705
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,109,0.03785654224579245
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,110,0.036161503666511836
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,111,0.03453832469543915
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,112,0.032984284420794076
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,113,0.031496738303920614
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,114,0.030073118338445975
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,115,0.02871093295906774
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,116,0.027407766724010033
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,117,0.026161279793875968
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,118,0.02496920722830849
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,119,0.023829358120565372
S1,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,120,0.02273961458882728
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,1,0.8
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,2,0.7999954055288678
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,3,0.7999028884530837
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,4,0.7997220543088774
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,5,0.7994525081848427
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,6,0.7990938582831655
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,7,0.7986457193465316
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,8,0.7981077159037103
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,9,0.7974794853000736
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,10,0.7967606804915425
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,11,0.7959509725912749
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,12,0.795050053167591
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,13,0.7940576362991062
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,14,0.7929734603988426
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,15,0.7917972898233405
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,16,0.7905289162856506
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,17,0.7891681600927555
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,18,0.787714871228648
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,19,0.7861689303041712
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,20,0.7845302493939947
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,21,0.7827987727799114
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,22,0.7809744776181351
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,23,0.7790573745465769
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,24,0.7770475082462663
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,25,0.7749449579692415
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,26,0.7727498380434134
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,27,0.7704622983631555
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,28,0.7680825248727099
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,29,0.7656107400479568
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,30,0.7630472033806683
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,31,0.7603922118680791
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,32,0.7576461005094358
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,33,0.7548092428101504
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,34,0.7518820512932689
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,35,0.7488649780171478
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,36,0.7457585150975446
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,37,0.742563195231715
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,38,0.7392795922215983
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,39,0.7359083214927407
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,40,0.732450040605241
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,41,0.7289054497527179
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,42,0.7252752922450587
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,43,0.7215603549705347
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,44,0.7177614688327435
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,45,0.7138795091577489
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,46,0.7099153960667577
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,47,0.7058700948096619
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,48,0.7017446160548118
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,49,0.6975400161304481
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,50,0.6932573972133198
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,51,0.6888979074601321
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,52,0.6844627410776257
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,53,0.6799531383272578
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,54,0.6753703854606575
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,55,0.6707158145822495
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,56,0.665990803435678
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,57,0.6611967751109303
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,58,0.6563351976693366
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,59,0.651407583683919
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,60,0.6464154896928842
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,61,0.6413605155643739
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,62,0.6362443037709369
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,63,0.6310685385725399
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,64,0.6258349451072979
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,65,0.6205452883894814
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,66,0.6152013722147397
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,67,0.6098050379728658
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,68,0.6043581633688224
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,69,0.5988626610531388
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,70,0.5933204771631848
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,71,0.5877335897772175
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,72,0.5821040072834851
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,73,0.5764337666670518
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,74,0.5707249317173833
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,75,0.5649795911600922
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,76,0.5591998567165967
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,77,0.5533878610957778
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,78,0.5475457559220451
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,79,0.5416757096045189
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,80,0.5357799051523195
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,81,0.5298605379412162
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,82,0.5239198134371219
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,83,0.5179599448821371
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,84,0.5119831509490239
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,85,0.5059916533701619
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,86,0.4999876745471574
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,87,0.4939734351473858
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,88,0.4879511516938201
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,89,0.481923034154537
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,90,0.4758912835383081
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,91,0.46985808950266655
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,92,0.46382562798078947
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,93,0.4577960588334641
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,94,0.45177152353229677
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,95,0.4457541428801919
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,96,0.43974601477496783
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,97,0.43374921202179056
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,98,0.4277657801998928
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,99,0.4217977355888169
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,100,0.4158470631591588
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,101,0.40991571463252074
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,102,0.4040056066150813
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,103,0.3981186188088886
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,104,0.3922565923046546
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,105,0.3864213279594948
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,106,0.38061458486271454
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,107,0.374838078892387
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,108,0.369093481365114
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,109,0.36338241778099517
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,110,0.3577064666654713
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,111,0.35206715850934184
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,112,0.34646597480790087
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,113,0.34090434719977586
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,114,0.33538365670570824
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,115,0.3299052330671721
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,116,0.32447035418439585
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,117,0.3190802456530314
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,118,0.3137360803984083
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,119,0.3084389784060155
S1,"q0=[0.1,0.1,0.8] → ASD1+TimeRand",ASD1+TimeRand,120,0.30319000654657374
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,1,0.8
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,2,0.8055314726067982
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,3,0.8109405973115466
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,4,0.8162273766954382
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,5,0.8213919923171503
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,6,0.8264348043762694
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,7,0.8313563493943484
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,8,0.8361573360791916
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,9,0.8408386395708483
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,10,0.8454012942882397
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,11,0.8498464856048707
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,12,0.8541755405824683
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,13,0.8583899179844432
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,14,0.8624911977785512
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,15,0.8664810703216188
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,16,0.8703613254001205
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,17,0.8741338412799262
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,18,0.8778005738976297
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,19,0.8813635463053134
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,20,0.8848248384609286
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,21,0.8881865774380899
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,22,0.891450928112267
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,23,0.8946200843652298
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,24,0.8976962608362357
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,25,0.9006816852368211
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,26,0.9035785912361073
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,27,0.9063892119151533
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,28,0.909115773781965
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,29,0.9117604913331602
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,30,0.9143255621438597
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,31,0.9168131624639759
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,32,0.9192254432965745
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,33,0.9215645269322668
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,34,0.9238325039125159
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,35,0.9260314303942361
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,36,0.9281633258879863
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,37,0.9302301713423771
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,38,0.9322339075478978
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,39,0.9341764338342062
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,40,0.9360596070359166
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,41,0.9378852407030578
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,42,0.9396551045335747
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,43,0.941370924006527
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,44,0.9430343801959203
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,45,0.9446471097464119
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,46,0.9462107049934066
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,47,0.9477267142113278
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,48,0.9491966419750523
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,49,0.9506219496206789
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,50,0.9520040557929176
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,51,0.9533443370674451
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,52,0.9546441286375851
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,53,0.9559047250556096
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,54,0.9571273810198507
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,55,0.9583133121996313
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,56,0.9594636960908037
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,57,0.9605796728953881
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,58,0.9616623464194725
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,59,0.9627127849841406
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,60,0.9637320223447602
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,61,0.9647210586144711
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,62,0.9656808611881972
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,63,0.9666123656639277
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,64,0.9675164767584145
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,65,0.9683940692147861
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,66,0.9692459886999119
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,67,0.9700730526896383
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,68,0.970876051340294
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,69,0.9716557483451023
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,70,0.9724128817743487
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,71,0.9731481648983659
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,72,0.9738622869925543
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,73,0.9745559141238336
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,74,0.9752296899180463
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,75,0.9758842363079725
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,76,0.976520154261719
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,77,0.9771380244913501
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,78,0.9777384081417114
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,79,0.9783218474594789
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,80,0.9788888664425303
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,81,0.979439971469794
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,82,0.9799756519117884
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,83,0.9804963807220973
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,84,0.9810026150100768
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,85,0.9814947965951127
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,86,0.9819733525427775
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,87,0.9824386956832606
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,88,0.9828912251124556
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,89,0.9833313266761147
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,90,0.9837593734374808
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,91,0.9841757261288216
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,92,0.984580733587295
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,93,0.9849747331755769
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,94,0.9853580511876872
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,95,0.9857310032404424
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,96,0.9860938946509726
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,97,0.9864470208007252
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,98,0.9867906674863798
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,99,0.9871251112580941
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,100,0.9874506197454923
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,101,0.9877674519717945
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,102,0.9880758586564938
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,103,0.9883760825069603
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,104,0.9886683584993573
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,105,0.9889529141492376
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,106,0.9892299697721836
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,107,0.9894997387348435
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,108,0.9897624276967029
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,109,0.9900182368429294
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,110,0.990267360108613
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,111,0.9905099853947105
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,112,0.9907462947760072
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,113,0.9909764647013841
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,114,0.991200666186678
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,115,0.9914190650004103
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,116,0.9916318218426525
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,117,0.9918390925172851
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,118,0.9920410280978996
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,119,0.9922377750875839
S2,"q0=[0.8,0.1,0.1] → ASD1_IPHop",ASD1_IPHop,120,0.992429475572824
S2,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,1,0.8
S2,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,2,0.7941469830813022
S2,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,3,0.7881259956294961
S2,"q0=[0.1,0.8,0.1] → ASD1+ASD3_IP+ProtoHop",ASD1+ASD3_IP+ProtoHop,4,0.7819347650466784
