mode,metric,iteration,value,dominant_strategy
full,max_q,34,0.80161545223174,ASD1_IPHop
full,max_q,35,0.8104752727002943,ASD1_IPHop
full,max_q,36,0.8189811783220436,ASD1_IPHop
full,max_q,37,0.8271423489865705,ASD1_IPHop
full,max_q,38,0.8349683376046645,ASD1_IPHop
full,max_q,39,0.8424689775881664,ASD1_IPHop
full,max_q,40,0.8496542996782586,ASD1_IPHop
full,max_q,41,0.8565344577210076,ASD1_IPHop
full,max_q,42,0.8631196629174568,ASD1_IPHop
full,max_q,43,0.8694201260265417,ASD1_IPHop
full,max_q,44,0.875446006969201,ASD1_IPHop
full,max_q,45,0.8812073712680776,ASD1_IPHop
full,max_q,46,0.8867141527562217,ASD1_IPHop
full,max_q,47,0.8919761219975922,ASD1_IPHop
full,max_q,48,0.8970028598795198,ASD1_IPHop
full,max_q,49,0.901803735860678,ASD1_IPHop
full,max_q,50,0.906387890385729,ASD1_IPHop
full,max_q,51,0.910764221008234,ASD1_IPHop
full,max_q,52,0.91494137179546,ASD1_IPHop
full,max_q,53,0.9189277256213966,ASD1_IPHop
full,max_q,54,0.9227313989868589,ASD1_IPHop
full,max_q,55,0.9263602390373958,ASD1_IPHop
full,max_q,56,0.9298218224804352,ASD1_IPHop
full,max_q,57,0.9331234561323055,ASD1_IPHop
full,max_q,58,0.9362721788533315,ASD1_IPHop
full,max_q,59,0.9392747646549126,ASD1_IPHop
full,max_q,60,0.9421377267863428,ASD1_IPHop
full,max_q,61,0.9448673226310732,ASD1_IPHop
full,max_q,62,0.9474695592622095,ASD1_IPHop
full,max_q,63,0.9499501995253075,ASD1_IPHop
full,max_q,64,0.9523147685330854,ASD1_IPHop
full,max_q,65,0.9545685604715962,ASD1_IPHop
full,max_q,66,0.9567166456307893,ASD1_IPHop
full,max_q,67,0.9587638775843761,ASD1_IPHop
full,max_q,68,0.9607149004545799,ASD1_IPHop
full,max_q,69,0.9625741562068237,ASD1_IPHop
full,max_q,70,0.9643458919277893,ASD1_IPHop
full,max_q,71,0.9660341670476651,ASD1_IPHop
full,max_q,72,0.9676428604739066,ASD1_IPHop
full,max_q,73,0.969175677609505,ASD1_IPHop
full,max_q,74,0.9706361572337454,ASD1_IPHop
full,max_q,75,0.9720276782277468,ASD1_IPHop
full,max_q,76,0.9733534661308288,ASD1_IPHop
full,max_q,77,0.9746165995169956,ASD1_IPHop
full,max_q,78,0.9758200161836116,ASD1_IPHop
full,max_q,79,0.9769665191467343,ASD1_IPHop
full,max_q,80,0.9780587824396163,ASD1_IPHop
full,max_q,81,0.9790993567126143,ASD1_IPHop
full,max_q,82,0.9800906746342111,ASD1_IPHop
full,max_q,83,0.9810350560940824,ASD1_IPHop
full,max_q,84,0.9819347132101625,ASD1_IPHop
full,max_q,85,0.9827917551425017,ASD1_IPHop
full,max_q,86,0.9836081927174071,ASD1_IPHop
full,max_q,87,0.9843859428658995,ASD1_IPHop
full,max_q,88,0.9851268328809659,ASD1_IPHop
full,max_q,89,0.9858326044984265,ASD1_IPHop
full,max_q,90,0.9865049178064814,ASD1_IPHop
full,max_q,91,0.9871453549891959,ASD1_IPHop
full,max_q,92,0.9877554239092858,ASD1_IPHop
full,max_q,93,0.988336561535652,ASD1_IPHop
full,max_q,94,0.9888901372211149,ASD1_IPHop
full,max_q,95,0.9894174558358055,ASD1_IPHop
full,max_q,96,0.9899197607616078,ASD1_IPHop
full,max_q,97,0.9903982367529928,ASD1_IPHop
full,max_q,98,0.9908540126694808,ASD1_IPHop
full,max_q,99,0.991288164084872,ASD1_IPHop
full,max_q,100,0.9917017157782597,ASD1_IPHop
full,max_q,101,0.9920956441117118,ASD1_IPHop
full,max_q,102,0.9924708792993665,ASD1_IPHop
full,max_q,103,0.9928283075725481,ASD1_IPHop
full,max_q,104,0.9931687732453577,ASD1_IPHop
full,max_q,105,0.9934930806850464,ASD1_IPHop
full,max_q,106,0.9938019961913257,ASD1_IPHop
full,max_q,107,0.9940962497886251,ASD1_IPHop
full,max_q,108,0.9943765369351478,ASD1_IPHop
full,max_q,109,0.9946435201524376,ASD1_IPHop
full,max_q,110,0.9948978305790224,ASD1_IPHop
full,max_q,111,0.9951400694515494,ASD1_IPHop
full,max_q,112,0.9953708095167049,ASD1_IPHop
full,max_q,113,0.9955905963770559,ASD1_IPHop
full,max_q,114,0.9957999497738379,ASD1_IPHop
full,max_q,115,0.9959993648095714,ASD1_IPHop
full,max_q,116,0.996189313113274,ASD1_IPHop
full,max_q,117,0.9963702439509128,ASD1_IPHop
full,max_q,118,0.9965425852836277,ASD1_IPHop
full,max_q,119,0.9967067447761417,ASD1_IPHop
full,max_q,120,0.9968631107576732,ASD1_IPHop
full,max_p,1,0.3333333333333333,ASD1_IPHop
full,max_p,2,0.3455420600090348,ASD1_IPHop
full,max_p,3,0.3578645686522476,ASD1_IPHop
full,max_p,4,0.3702814982907304,ASD1_IPHop
full,max_p,5,0.38277316016734064,ASD1_IPHop
full,max_p,6,0.3953196823236694,ASD1_IPHop
full,max_p,7,0.9138507250398187,ASD1_IPHop
full,max_p,8,0.9299150196720029,ASD1_IPHop
full,max_p,9,0.9426470275602847,ASD1_IPHop
full,max_p,10,0.9528137442552558,ASD1_IPHop
full,max_p,11,0.96098621415186,ASD1_IPHop
full,max_p,12,0.9675953482208363,ASD1_IPHop
full,max_p,13,0.9729698966952407,ASD1_IPHop
full,max_p,14,0.9773630033939964,ASD1_IPHop
full,max_p,15,0.9809711710209477,ASD1_IPHop
full,max_p,16,0.9839480334106072,ASD1_IPHop
full,max_p,17,0.9864144924167743,ASD1_IPHop
full,max_p,18,0.9884662632964639,ASD1_IPHop
full,max_p,19,0.9901795452218256,ASD1_IPHop
full,max_p,20,0.9916153186158857,ASD1_IPHop
full,max_p,21,0.992822626209234,ASD1_IPHop
full,max_p,22,0.9938410951206444,ASD1_IPHop
full,max_p,23,0.9947028875747929,ASD1_IPHop
full,max_p,24,0.9954342183982713,ASD1_IPHop
full,max_p,25,0.9960565418836812,ASD1_IPHop
full,max_p,26,0.9965874847935511,ASD1_IPHop
full,max_p,27,0.9970415833532287,ASD1_IPHop
full,max_p,28,0.9974308680997361,ASD1_IPHop
full,max_p,29,0.997765330046108,ASD1_IPHop
full,max_p,30,0.9980532938223522,ASD1_IPHop
full,max_p,31,0.9983017175748867,ASD1_IPHop
full,max_p,32,0.9985164349486189,ASD1_IPHop
full,max_p,33,0.9987023510779072,ASD1_IPHop
full,max_p,34,0.9988636019095262,ASD1_IPHop
full,max_p,35,0.9990036841769633,ASD1_IPHop
full,max_p,36,0.9991255617959193,ASD1_IPHop
full,max_p,37,0.9992317532474861,ASD1_IPHop
full,max_p,38,0.9993244035769561,ASD1_IPHop
full,max_p,39,0.9994053439012907,ASD1_IPHop
full,max_p,40,0.9994761407405368,ASD1_IPHop
full,max_p,41,0.9995381370326059,ASD1_IPHop
full,max_p,42,0.9995924863297714,ASD1_IPHop
full,max_p,43,0.9996401813882942,ASD1_IPHop
full,max_p,44,0.999682078133721,ASD1_IPHop
full,max_p,45,0.9997189158012724,ASD1_IPHop
full,max_p,46,0.9997513339037151,ASD1_IPHop
full,max_p,47,0.9997798865607008,ASD1_IPHop
full,max_p,48,0.9998050546279064,ASD1_IPHop
full,max_p,49,0.999827255986789,ASD1_IPHop
full,max_p,50,0.9998468542927857,ASD1_IPHop
full,max_p,51,0.9998641664284439,ASD1_IPHop
full,max_p,52,0.9998794688660093,ASD1_IPHop
full,max_p,53,0.9998930031096137,ASD1_IPHop
full,max_p,54,0.999904980358941,ASD1_IPHop
full,max_p,55,0.9999155855129789,ASD1_IPHop
full,max_p,56,0.999924980613229,ASD1_IPHop
full,max_p,57,0.9999333078098264,ASD1_IPHop
full,max_p,58,0.999940691920813,ASD1_IPHop
full,max_p,59,0.9999472426438033,ASD1_IPHop
full,max_p,60,0.9999530564701181,ASD1_IPHop
full,max_p,61,0.9999582183438025,ASD1_IPHop
full,max_p,62,0.9999628031015165,ASD1_IPHop
full,max_p,63,0.9999668767239036,ASD1_IPHop
full,max_p,64,0.9999704974245114,ASD1_IPHop
full,max_p,65,0.9999737165985114,ASD1_IPHop
full,max_p,66,0.9999765796502443,ASD1_IPHop
full,max_p,67,0.9999791267158795,ASD1_IPHop
full,max_p,68,0.9999813932951687,ASD1_IPHop
full,max_p,69,0.9999834108042981,ASD1_IPHop
full,max_p,70,0.9999852070601778,ASD1_IPHop
full,max_p,71,0.9999868067050725,ASD1_IPHop
full,max_p,72,0.9999882315792639,ASD1_IPHop
full,max_p,73,0.99998950104839,ASD1_IPHop
full,max_p,74,0.9999906322912138,ASD1_IPHop
full,max_p,75,0.999991640552806,ASD1_IPHop
full,max_p,76,0.9999925393674715,ASD1_IPHop
full,max_p,77,0.9999933407551758,ASD1_IPHop
full,max_p,78,0.9999940553947447,ASD1_IPHop
full,max_p,79,0.9999946927766856,ASD1_IPHop
full,max_p,80,0.9999952613381125,ASD1_IPHop
full,max_p,81,0.999995768581946,ASD1_IPHop
full,max_p,82,0.99999622118228,ASD1_IPHop
full,max_p,83,0.999996625077573,ASD1_IPHop
full,max_p,84,0.9999969855531162,ASD1_IPHop
full,max_p,85,0.9999973073140473,ASD1_IPHop
full,max_p,86,0.9999975945500258,ASD1_IPHop
full,max_p,87,0.9999978509925501,ASD1_IPHop
full,max_p,88,0.9999980799657735,ASD1_IPHop
full,max_p,89,0.9999982844315777,ASD1_IPHop
full,max_p,90,0.999998467029568,ASD1_IPHop
full,max_p,91,0.9999986301125747,ASD1_IPHop
full,max_p,92,0.9999987757781803,ASD1_IPHop
full,max_p,93,0.9999989058967238,ASD1_IPHop
