Attacker Strategy,ip_port_hop,container_rotate,microseg_acl
overflow_rce,9.853017750929745,8.650352186897567,10.913803932149776
ddos_l7,8.748354533517961,7.8689284017788115,9.821102660464739
lateral_ssh,11.357252821980609,9.801810733218826,12.40124960203761
