Attacker Strategy,ip_port_hop,container_rotate,microseg_acl
overflow_rce,9.717317334929744,8.518251770897567,10.792503516149777
ddos_l7,8.61945411751796,7.746827985778812,9.709002244464738
lateral_ssh,11.26355240598061,9.710510317218827,12.313549186037612
