panel,time_step,avg_return,n_attackers,attack_mode,n_targets
c,18,4.793514906058779,3,static,4
c,19,4.816757758925969,3,static,4
c,20,4.837443836885772,3,static,4
c,21,4.845020508829266,3,static,4
c,22,4.858415959577827,3,static,4
c,23,4.8623191081579655,3,static,4
c,24,4.869686222039041,3,static,4
c,25,4.878973850029931,3,static,4
c,26,4.891699542931038,3,static,4
c,27,4.903974855199858,3,static,4
c,28,4.909815014418687,3,static,4
c,29,4.921488804502398,3,static,4
c,30,4.924683174825876,3,static,4
c,31,4.931285018104153,3,static,4
c,32,4.940011300648067,3,static,4
c,33,4.943692891587289,3,static,4
c,34,4.949017015935254,3,static,4
c,35,4.960825966923533,3,static,4
c,36,4.966671849200819,3,static,4
c,37,4.971517789261168,3,static,4
c,38,4.96568620702032,3,static,4
c,39,4.979142059573117,3,static,4
c,40,4.981683697018898,3,static,4
c,41,4.982389931086202,3,static,4
c,42,4.980773976175429,3,static,4
c,43,4.988498433269541,3,static,4
c,44,4.990240705255152,3,static,4
c,45,4.995901400182076,3,static,4
c,46,5.001944267469693,3,static,4
c,47,5.00565950028375,3,static,4
c,48,5.009017264466444,3,static,4
c,49,5.013800065961747,3,static,4
c,50,5.013012834691616,3,static,4
c,51,5.010883479450346,3,static,4
c,52,5.015415542133342,3,static,4
c,53,5.019692853265071,3,static,4
c,54,5.02315282666411,3,static,4
c,55,5.024840465779541,3,static,4
c,56,5.0311407278933755,3,static,4
c,57,5.037805383086509,3,static,4
c,58,5.03690832970933,3,static,4
c,59,5.033619748597375,3,static,4
c,60,5.040854471284255,3,static,4
c,61,5.041970392588688,3,static,4
c,62,5.0412653693515495,3,static,4
c,63,5.0476888458246,3,static,4
c,64,5.050018657729584,3,static,4
c,65,5.051244180197954,3,static,4
c,66,5.0486554326956545,3,static,4
c,67,5.044383851603873,3,static,4
c,68,5.045698557211155,3,static,4
c,69,5.045556325120909,3,static,4
c,70,5.046858307882531,3,static,4
c,71,5.049478910661705,3,static,4
c,72,5.052399822228648,3,static,4
c,73,5.051164855564431,3,static,4
c,74,5.056376558493564,3,static,4
c,75,5.05488664103267,3,static,4
c,76,5.058424066590231,3,static,4
c,77,5.055269449657268,3,static,4
c,78,5.055479517221668,3,static,4
c,79,5.0549182759746145,3,static,4
c,80,5.051928322666562,3,static,4
c,81,5.0524504209276335,3,static,4
c,82,5.055046597313306,3,static,4
c,83,5.05995222207001,3,static,4
c,84,5.056486511591329,3,static,4
c,85,5.056879085418401,3,static,4
c,86,5.057744338580533,3,static,4
c,87,5.05472487230029,3,static,4
c,88,5.053163199472416,3,static,4
c,89,5.0554655480138395,3,static,4
c,90,5.055600630512047,3,static,4
c,91,5.0549014064880735,3,static,4
c,92,5.055839970015691,3,static,4
c,93,5.056489716769011,3,static,4
c,94,5.057242404851854,3,static,4
c,95,5.0582040063091425,3,static,4
c,96,5.059130327902398,3,static,4
c,97,5.057575373875705,3,static,4
c,98,5.059127065945967,3,static,4
c,99,5.062589060977777,3,static,4
c,0,3.5424280406859467,5,static,2
c,1,3.769842623208702,5,static,2
c,2,3.6840873711094915,5,static,2
c,3,4.003012473532872,5,static,2
c,4,4.167035096743004,5,static,2
c,5,4.382766693048343,5,static,2
c,6,4.4799752727833795,5,static,2
c,7,4.568495914085706,5,static,2
c,8,4.640713421307144,5,static,2
c,9,4.704063557722602,5,static,2
c,10,4.7291480410169155,5,static,2
c,11,4.7409800936577255,5,static,2
c,12,4.771892259681648,5,static,2
c,13,4.771199903398583,5,static,2
c,14,4.796244500844144,5,static,2
c,15,4.818513522993241,5,static,2
c,16,4.839592986599435,5,static,2
c,17,4.868999114537608,5,static,2
c,18,4.864930414422715,5,static,2
c,19,4.887358481055669,5,static,2
c,20,4.905434560393384,5,static,2
c,21,4.911933799511908,5,static,2
c,22,4.917348345659785,5,static,2
c,23,4.919193011481202,5,static,2
c,24,4.930583253193886,5,static,2
c,25,4.928084330781063,5,static,2
c,26,4.941029258042782,5,static,2
c,27,4.950780997585326,5,static,2
c,28,4.965823060632637,5,static,2
c,29,4.96121960545532,5,static,2
c,30,4.960510545977368,5,static,2
c,31,4.969747375785981,5,static,2
c,32,4.971766551474456,5,static,2
c,33,4.977120109615658,5,static,2
c,34,4.979904810795207,5,static,2
c,35,4.976917781361967,5,static,2
c,36,4.972902233142267,5,static,2
c,37,4.9717607918487134,5,static,2
c,38,4.976822743301672,5,static,2
c,39,4.983156002588386,5,static,2
c,40,4.988843184721055,5,static,2
c,41,4.991092438104759,5,static,2
c,42,4.997905033772536,5,static,2
c,43,5.001250757388757,5,static,2
c,44,5.008102367333013,5,static,2
c,45,5.004360882572238,5,static,2
c,46,5.0102574845294185,5,static,2
c,47,5.014311945678387,5,static,2
c,48,5.0190815311981885,5,static,2
c,49,5.017282858727467,5,static,2
c,50,5.022165930606652,5,static,2
c,51,5.022469618351726,5,static,2
c,52,5.025266486039723,5,static,2
c,53,5.029102001874886,5,static,2
c,54,5.034648880083876,5,static,2
c,55,5.029176507453834,5,static,2
c,56,5.025886933697099,5,static,2
c,57,5.029758649690278,5,static,2
c,58,5.0321154196284335,5,static,2
c,59,5.0330596048015215,5,static,2
c,60,5.037383247310494,5,static,2
c,61,5.0405358469604415,5,static,2
c,62,5.045450510791661,5,static,2
c,63,5.045845527373805,5,static,2
c,64,5.04422844298841,5,static,2
c,65,5.048790079545806,5,static,2
c,66,5.048964358454423,5,static,2
c,67,5.053633991046238,5,static,2
c,68,5.05487735726555,5,static,2
c,69,5.052901703143769,5,static,2
c,70,5.055045787634061,5,static,2
c,71,5.055036696486507,5,static,2
c,72,5.060121616511169,5,static,2
c,73,5.060353756460124,5,static,2
c,74,5.060581189382684,5,static,2
c,75,5.06057652160303,5,static,2
c,76,5.059895244792335,5,static,2
c,77,5.059032414017949,5,static,2
c,78,5.056030352932535,5,static,2
c,79,5.056595705339473,5,static,2
c,80,5.057070986225567,5,static,2
c,81,5.060498477904329,5,static,2
c,82,5.06321414062147,5,static,2
c,83,5.066551127167006,5,static,2
c,84,5.066966272457553,5,static,2
c,85,5.069550685196197,5,static,2
c,86,5.070799485093455,5,static,2
c,87,5.074250608735588,5,static,2
c,88,5.074577115749648,5,static,2
c,89,5.074335247912315,5,static,2
c,90,5.07161737071908,5,static,2
c,91,5.074201327675734,5,static,2
c,92,5.070757165570991,5,static,2
c,93,5.075309256431424,5,static,2
c,94,5.070938556548378,5,static,2
c,95,5.068157072169313,5,static,2
c,96,5.067995270242049,5,static,2
c,97,5.066748179658882,5,static,2
c,98,5.065520084076179,5,static,2
c,99,5.064319550197462,5,static,2
c,0,3.7391531855233855,5,static,4
c,1,3.8150805115420674,5,static,4
c,2,3.721002395029314,5,static,4
c,3,3.816481704388031,5,static,4
c,4,3.9335239975779217,5,static,4
c,5,4.107621832718574,5,static,4
c,6,4.2663366131785665,5,static,4
c,7,4.351285890188798,5,static,4
c,8,4.44210499552562,5,static,4
c,9,4.546666353251215,5,static,4
c,10,4.614418030121263,5,static,4
c,11,4.644992706741422,5,static,4
c,12,4.686369577500182,5,static,4
c,13,4.705887085744474,5,static,4
c,14,4.715673807352334,5,static,4
c,15,4.729994828073723,5,static,4
c,16,4.744334914603651,5,static,4
c,17,4.757168430446232,5,static,4
c,18,4.793258117817822,5,static,4
c,19,4.794575793680343,5,static,4
c,20,4.796317439306193,5,static,4
c,21,4.807211760537134,5,static,4
c,22,4.820516109029025,5,static,4
c,23,4.826908783358305,5,static,4
c,24,4.827942060958408,5,static,4
c,25,4.847232438189903,5,static,4
c,26,4.857724150974453,5,static,4
c,27,4.867564337480547,5,static,4
c,28,4.878176479811193,5,static,4
c,29,4.893641079712336,5,static,4
c,30,4.894761483741606,5,static,4
c,31,4.909701479513239,5,static,4
c,32,4.910222365365518,5,static,4
c,33,4.903463594270398,5,static,4
c,34,4.9113072265150866,5,static,4
c,35,4.9135074080759615,5,static,4
c,36,4.9128710563643905,5,static,4
c,37,4.905844256485447,5,static,4
c,38,4.917022265790706,5,static,4
c,39,4.922534355670225,5,static,4
c,40,4.930651087562863,5,static,4
c,41,4.925922792173308,5,static,4
c,42,4.927417901359838,5,static,4
c,43,4.93189252671477,5,static,4
c,44,4.93428156412392,5,static,4
c,45,4.935186350230452,5,static,4
c,46,4.935916756556015,5,static,4
c,47,4.936041660472575,5,static,4
c,48,4.938868029484782,5,static,4
c,49,4.945047791989028,5,static,4
c,50,4.946958356688847,5,static,4
c,51,4.9530105655440675,5,static,4
c,52,4.960376561462667,5,static,4
c,53,4.966768590876478,5,static,4
c,54,4.974412951659993,5,static,4
c,55,4.975375936454227,5,static,4
c,56,4.972909808695006,5,static,4
c,57,4.96896981624601,5,static,4
c,58,4.974398819908507,5,static,4
c,59,4.979885602095041,5,static,4
c,60,4.981121639978519,5,static,4
c,61,4.984769456537969,5,static,4
c,62,4.987065243263209,5,static,4
c,63,4.989265259441013,5,static,4
c,64,4.991942098884785,5,static,4
c,65,4.994069796894635,5,static,4
c,66,4.990806839459018,5,static,4
c,67,4.9922756057818205,5,static,4
c,68,4.993408312670056,5,static,4
c,69,4.98989432644836,5,static,4
c,70,4.991252226469465,5,static,4
c,71,4.996604160669736,5,static,4
c,72,4.999707618727986,5,static,4
c,73,5.002395473540672,5,static,4
c,74,5.006975423413458,5,static,4
c,75,5.0112964840459515,5,static,4
c,76,5.010094254118706,5,static,4
c,77,5.012848522692562,5,static,4
c,78,5.0153181187934495,5,static,4
c,79,5.011599855184599,5,static,4
c,80,5.016512134666776,5,static,4
c,81,5.014644835468815,5,static,4
c,82,5.016290136406641,5,static,4
c,83,5.017559643724036,5,static,4
c,84,5.019209927066652,5,static,4
c,85,5.017600608255692,5,static,4
c,86,5.017570990294756,5,static,4
c,87,5.017691656189648,5,static,4
c,88,5.021596737533744,5,static,4
c,89,5.019651497689821,5,static,4
c,90,5.0204171207225965,5,static,4
c,91,5.024590060846177,5,static,4
c,92,5.026659511233811,5,static,4
c,93,5.026671196657844,5,static,4
c,94,5.029828084164355,5,static,4
c,95,5.035852041680564,5,static,4
c,96,5.032029749523495,5,static,4
c,97,5.033049165187194,5,static,4
c,98,5.033546700458598,5,static,4
c,99,5.035843074751549,5,static,4
d,0,3.803366332346768,3,dynamic,2
d,1,4.004929472049028,3,dynamic,2
d,2,3.7921109174188583,3,dynamic,2
d,3,3.8498948505478356,3,dynamic,2
d,4,4.061137068552377,3,dynamic,2
d,5,4.22530531512547,3,dynamic,2
d,6,4.289770352233456,3,dynamic,2
d,7,4.380282427448581,3,dynamic,2
d,8,4.461562663122737,3,dynamic,2
d,9,4.532511291106366,3,dynamic,2
d,10,4.601168299163859,3,dynamic,2
d,11,4.623785048627242,3,dynamic,2
d,12,4.690904497929652,3,dynamic,2
d,13,4.710411891396113,3,dynamic,2
d,14,4.738831481172478,3,dynamic,2
d,15,4.770938318312371,3,dynamic,2
d,16,4.811767081547384,3,dynamic,2
d,17,4.836147732428007,3,dynamic,2
d,18,4.84207626578345,3,dynamic,2
d,19,4.857097881700847,3,dynamic,2
d,20,4.864089873083645,3,dynamic,2
d,21,4.887928671234908,3,dynamic,2
d,22,4.890392356069698,3,dynamic,2
d,23,4.893442126154835,3,dynamic,2
d,24,4.894500852757279,3,dynamic,2
d,25,4.903241167152095,3,dynamic,2
d,26,4.919637370546884,3,dynamic,2
d,27,4.928584192221057,3,dynamic,2
d,28,4.949724120268093,3,dynamic,2
d,29,4.945557692719922,3,dynamic,2
d,30,4.939418532531015,3,dynamic,2
d,31,4.944461047065976,3,dynamic,2
d,32,4.949490558460022,3,dynamic,2
d,33,4.951933818543724,3,dynamic,2
d,34,4.961450335413629,3,dynamic,2
d,35,4.963410023290579,3,dynamic,2
d,36,4.974897676922842,3,dynamic,2
d,37,4.9780336964750775,3,dynamic,2
d,38,4.98645349081465,3,dynamic,2
d,39,4.982594440651753,3,dynamic,2
d,40,4.981991407357211,3,dynamic,2
d,41,4.987380970150393,3,dynamic,2
d,42,4.9866486233150304,3,dynamic,2
d,43,4.995295240733767,3,dynamic,2
d,44,4.99024721303837,3,dynamic,2
d,45,4.990632590203147,3,dynamic,2
d,46,4.99380671181704,3,dynamic,2
d,47,4.993550483866568,3,dynamic,2
d,48,4.99164115271191,3,dynamic,2
d,49,4.995598370654949,3,dynamic,2
d,50,4.996135545109597,3,dynamic,2
d,51,4.99324266449127,3,dynamic,2
d,52,4.985897562180785,3,dynamic,2
d,53,4.983889722207591,3,dynamic,2
d,54,4.983668335027663,3,dynamic,2
d,55,4.984632428727937,3,dynamic,2
d,56,4.9865384796397345,3,dynamic,2
d,57,4.991109998128257,3,dynamic,2
d,58,4.999829378961315,3,dynamic,2
d,59,5.005616209705072,3,dynamic,2
d,60,5.004900704000462,3,dynamic,2
d,61,5.0050442420538,3,dynamic,2
d,62,5.007342073740029,3,dynamic,2
d,63,5.004219459677731,3,dynamic,2
d,64,5.0064667871427755,3,dynamic,2
d,65,5.009241284984101,3,dynamic,2
d,66,5.010458993226516,3,dynamic,2
d,67,5.012839899234057,3,dynamic,2
d,68,5.012505828323792,3,dynamic,2
d,69,5.013054408122142,3,dynamic,2
d,70,5.016595170653214,3,dynamic,2
d,71,5.020342543833788,3,dynamic,2
d,72,5.017152582442546,3,dynamic,2
d,73,5.021028637742527,3,dynamic,2
d,74,5.0216974193079045,3,dynamic,2
d,75,5.02453050565911,3,dynamic,2
d,76,5.02441367866615,3,dynamic,2
d,77,5.025769172822637,3,dynamic,2
d,78,5.030440316331182,3,dynamic,2
d,79,5.026195669863376,3,dynamic,2
d,80,5.024833921546566,3,dynamic,2
d,81,5.027122871194051,3,dynamic,2
d,82,5.025327180136908,3,dynamic,2
d,83,5.029556632996498,3,dynamic,2
d,84,5.031580188037456,3,dynamic,2
d,85,5.036488256320968,3,dynamic,2
d,86,5.034185889152215,3,dynamic,2
d,87,5.034483829582274,3,dynamic,2
d,88,5.0317541588251595,3,dynamic,2
d,89,5.0294324389201455,3,dynamic,2
d,90,5.031348922700194,3,dynamic,2
d,91,5.032199301392159,3,dynamic,2
d,92,5.035843186200931,3,dynamic,2
d,93,5.037594030543656,3,dynamic,2
d,94,5.042041726661632,3,dynamic,2
d,95,5.039788912360767,3,dynamic,2
d,96,5.040387065889085,3,dynamic,2
d,97,5.041252503327681,3,dynamic,2
d,98,5.043648960512843,3,dynamic,2
d,99,5.044707412563878,3,dynamic,2
d,0,3.682223616647739,3,dynamic,4
d,1,4.005045579745996,3,dynamic,4
d,2,4.294228842291406,3,dynamic,4
d,3,4.350605176696007,3,dynamic,4
d,4,4.455264880054991,3,dynamic,4
d,5,4.540914729917604,3,dynamic,4
d,6,4.587392066627059,3,dynamic,4
d,7,4.669851827356752,3,dynamic,4
d,8,4.747600022842088,3,dynamic,4
d,9,4.79538005124976,3,dynamic,4
d,10,4.828744613036401,3,dynamic,4
d,11,4.861890500333896,3,dynamic,4
d,12,4.879022781796488,3,dynamic,4
d,13,4.896439965424186,3,dynamic,4
d,14,4.928334873355058,3,dynamic,4
d,15,4.918399108286696,3,dynamic,4
d,16,4.925572227317446,3,dynamic,4
d,17,4.928750705606708,3,dynamic,4
d,18,4.93865421408521,3,dynamic,4
d,19,4.960965234161231,3,dynamic,4
d,20,4.970644984512398,3,dynamic,4
d,21,4.9803574938861255,3,dynamic,4
d,22,4.9957004642563785,3,dynamic,4
d,23,5.0049779862831905,3,dynamic,4
d,24,5.0105523303781165,3,dynamic,4
d,25,5.025980614669892,3,dynamic,4
d,26,5.033630747714301,3,dynamic,4
d,27,5.043371771816751,3,dynamic,4
d,28,5.0515101097386665,3,dynamic,4
d,29,5.056281605800453,3,dynamic,4
d,30,5.061490479188088,3,dynamic,4
d,31,5.062152605556642,3,dynamic,4
d,32,5.057448308018152,3,dynamic,4
d,33,5.058539352268118,3,dynamic,4
d,34,5.064384259102763,3,dynamic,4
d,35,5.0645639901188755,3,dynamic,4
d,36,5.051106879477774,3,dynamic,4
d,37,5.050155056949759,3,dynamic,4
d,38,5.049509448032201,3,dynamic,4
d,39,5.058215442251666,3,dynamic,4
d,40,5.062341677283856,3,dynamic,4
d,41,5.060558101168375,3,dynamic,4
d,42,5.060076884185025,3,dynamic,4
d,43,5.066315414562085,3,dynamic,4
d,44,5.072439413231569,3,dynamic,4
d,45,5.073951136518031,3,dynamic,4
d,46,5.071880835430823,3,dynamic,4
d,47,5.072895079416351,3,dynamic,4
d,48,5.0696052055583305,3,dynamic,4
d,49,5.07171147313974,3,dynamic,4
d,50,5.0682940993774,3,dynamic,4
d,51,5.066218196506815,3,dynamic,4
d,52,5.075558760417783,3,dynamic,4
d,53,5.08057409655089,3,dynamic,4
d,54,5.0903375749636,3,dynamic,4
d,55,5.091079617589231,3,dynamic,4
d,56,5.0989393764773645,3,dynamic,4
d,57,5.103363321606785,3,dynamic,4
d,58,5.099715055072945,3,dynamic,4
d,59,5.093393661282474,3,dynamic,4
d,60,5.098025969096168,3,dynamic,4
d,61,5.092347150466163,3,dynamic,4
d,62,5.088583211000033,3,dynamic,4
d,63,5.089710329575214,3,dynamic,4
d,64,5.091409282208634,3,dynamic,4
d,65,5.09175687369048,3,dynamic,4
d,66,5.093468228251476,3,dynamic,4
d,67,5.091555082152448,3,dynamic,4
d,68,5.093375944260298,3,dynamic,4
d,69,5.0907486964181174,3,dynamic,4
d,70,5.093013441146887,3,dynamic,4
d,71,5.0945118033004535,3,dynamic,4
d,72,5.0950140137501405,3,dynamic,4
d,73,5.089767179593894,3,dynamic,4
d,74,5.092514276855172,3,dynamic,4
d,75,5.093828206941322,3,dynamic,4
d,76,5.099322392512442,3,dynamic,4
d,77,5.096315355368154,3,dynamic,4
d,78,5.092710450183073,3,dynamic,4
d,79,5.09193986118745,3,dynamic,4
d,80,5.0888990916339045,3,dynamic,4
d,81,5.087815621121745,3,dynamic,4
d,82,5.090490417011777,3,dynamic,4
d,83,5.092308835458063,3,dynamic,4
d,84,5.0909071371117065,3,dynamic,4
d,85,5.087812759131601,3,dynamic,4
d,86,5.0854742656676,3,dynamic,4
d,87,5.084549256519859,3,dynamic,4
d,88,5.0858383844298,3,dynamic,4
d,89,5.089552358065737,3,dynamic,4
d,90,5.086714246083227,3,dynamic,4
d,91,5.083997801797329,3,dynamic,4
d,92,5.085147287533741,3,dynamic,4
d,93,5.08399840375435,3,dynamic,4
d,94,5.082404153681693,3,dynamic,4
d,95,5.0825208069920675,3,dynamic,4
d,96,5.085290736716659,3,dynamic,4
d,97,5.082924304763724,3,dynamic,4
d,98,5.085403631906103,3,dynamic,4
d,99,5.089084152338457,3,dynamic,4
d,0,3.6117716374884172,5,dynamic,2
d,1,4.155007955997221,5,dynamic,2
d,2,4.370759548047339,5,dynamic,2
d,3,4.581599258722795,5,dynamic,2
d,4,4.654272389500529,5,dynamic,2
d,5,4.804589373722439,5,dynamic,2
d,6,4.839764580053061,5,dynamic,2
d,7,4.879042967238334,5,dynamic,2
d,8,4.931904302584616,5,dynamic,2
d,9,4.976236127180919,5,dynamic,2
d,10,4.961359017641464,5,dynamic,2
d,11,4.978405490602989,5,dynamic,2
d,12,4.999114218224818,5,dynamic,2
d,13,4.986368630329466,5,dynamic,2
d,14,4.99697424621692,5,dynamic,2
d,15,4.994154490570539,5,dynamic,2
d,16,5.0042664194102375,5,dynamic,2
d,17,4.998443441805983,5,dynamic,2
d,18,4.997755140835476,5,dynamic,2
d,19,4.994514746285082,5,dynamic,2
d,20,4.997512720864863,5,dynamic,2
d,21,5.010442675334957,5,dynamic,2
d,22,5.010436786126234,5,dynamic,2
d,23,5.013070124973859,5,dynamic,2
d,24,5.02010163531917,5,dynamic,2
d,25,5.017339286684309,5,dynamic,2
d,26,5.028363187511683,5,dynamic,2
d,27,5.030013022678639,5,dynamic,2
d,28,5.041339916525496,5,dynamic,2
d,29,5.042257868991318,5,dynamic,2
d,30,5.045418578902199,5,dynamic,2
d,31,5.048619168048958,5,dynamic,2
d,32,5.050775973484882,5,dynamic,2
d,33,5.05634099920519,5,dynamic,2
d,34,5.054413463627334,5,dynamic,2
d,35,5.043992554268882,5,dynamic,2
d,36,5.050905743600105,5,dynamic,2
d,37,5.0485024228657975,5,dynamic,2
d,38,5.052469125203831,5,dynamic,2
d,39,5.06142294310777,5,dynamic,2
d,40,5.06160637140353,5,dynamic,2
d,41,5.065583099669825,5,dynamic,2
d,42,5.074902599604531,5,dynamic,2
d,43,5.079333692293298,5,dynamic,2
d,44,5.077254047664397,5,dynamic,2
d,45,5.06757768516949,5,dynamic,2
d,46,5.06943959341445,5,dynamic,2
d,47,5.076324132934361,5,dynamic,2
d,48,5.079826283294,5,dynamic,2
d,49,5.082117034046837,5,dynamic,2
d,50,5.086109889497142,5,dynamic,2
d,51,5.076205695677954,5,dynamic,2
d,52,5.083516271326289,5,dynamic,2
d,53,5.084544622579837,5,dynamic,2
d,54,5.086630027056523,5,dynamic,2
d,55,5.078048029253354,5,dynamic,2
d,56,5.0736167282576865,5,dynamic,2
d,57,5.078850676998374,5,dynamic,2
d,58,5.079396512294402,5,dynamic,2
d,59,5.0805173634217615,5,dynamic,2
d,60,5.085307979287562,5,dynamic,2
d,61,5.084752281041539,5,dynamic,2
d,62,5.085988796301315,5,dynamic,2
d,63,5.088327534356717,5,dynamic,2
d,64,5.084431404323406,5,dynamic,2
d,65,5.083220343725494,5,dynamic,2
d,66,5.087681099847139,5,dynamic,2
d,67,5.08998678534804,5,dynamic,2
d,68,5.092998153935212,5,dynamic,2
d,69,5.099425570090787,5,dynamic,2
d,70,5.100866719703869,5,dynamic,2
d,71,5.104572051407227,5,dynamic,2
d,72,5.102816172417378,5,dynamic,2
d,73,5.101669045062009,5,dynamic,2
d,74,5.099619760988216,5,dynamic,2
d,75,5.097147413566846,5,dynamic,2
d,76,5.096954245010793,5,dynamic,2
d,77,5.100964419588855,5,dynamic,2
d,78,5.097354884981478,5,dynamic,2
d,79,5.096234254154465,5,dynamic,2
d,80,5.098376780933197,5,dynamic,2
d,81,5.097903399211095,5,dynamic,2
d,82,5.094589529707041,5,dynamic,2
d,83,5.097398348413215,5,dynamic,2
d,84,5.098966623902726,5,dynamic,2
d,85,5.100024749408763,5,dynamic,2
d,86,5.101678433445529,5,dynamic,2
d,87,5.101765163708543,5,dynamic,2
d,88,5.103126763368318,5,dynamic,2
d,89,5.105452598964377,5,dynamic,2
d,90,5.103445066475852,5,dynamic,2
d,91,5.1065036383456555,5,dynamic,2
d,92,5.104209883893751,5,dynamic,2
d,93,5.103013329298576,5,dynamic,2
d,94,5.101067762194373,5,dynamic,2
d,95,5.096834491612223,5,dynamic,2
d,96,5.094582979820284,5,dynamic,2
d,97,5.0966088912644985,5,dynamic,2
d,98,5.0956500397749585,5,dynamic,2
d,99,5.097343840803427,5,dynamic,2
d,0,3.7452891075682078,5,dynamic,4
d,1,4.228615335797594,5,dynamic,4
d,2,4.3597527750263465,5,dynamic,4
d,3,4.5182377982405635,5,dynamic,4
d,4,4.589477558997375,5,dynamic,4
d,5,4.654682328566399,5,dynamic,4
d,6,4.707397349054509,5,dynamic,4
d,7,4.768180979776707,5,dynamic,4
d,8,4.848176069907055,5,dynamic,4
d,9,4.89376907795424,5,dynamic,4
d,10,4.895748069559141,5,dynamic,4
d,11,4.8866608480615445,5,dynamic,4
d,12,4.9238767351195305,5,dynamic,4
d,13,4.943695307277322,5,dynamic,4
d,14,4.94771667260141,5,dynamic,4
d,15,4.949822452175978,5,dynamic,4
d,16,4.970075260593091,5,dynamic,4
d,17,4.957086024952497,5,dynamic,4
d,18,4.965691993094419,5,dynamic,4
d,19,4.953368964633357,5,dynamic,4
d,20,4.94149494437785,5,dynamic,4
d,21,4.9456580644258175,5,dynamic,4
d,22,4.947398866582215,5,dynamic,4
d,23,4.951509359069676,5,dynamic,4
d,24,4.939732815647468,5,dynamic,4
d,25,4.937853418719919,5,dynamic,4
d,26,4.938058986226598,5,dynamic,4
d,27,4.949700026176349,5,dynamic,4
d,28,4.960463647860203,5,dynamic,4
d,29,4.976940905298402,5,dynamic,4
d,30,4.976173548041469,5,dynamic,4
d,31,4.9902020520123545,5,dynamic,4
d,32,4.9860203993470815,5,dynamic,4
d,33,4.9919256971628725,5,dynamic,4
d,34,4.995622246332782,5,dynamic,4
d,35,5.002638833427787,5,dynamic,4
d,36,5.013922356395602,5,dynamic,4
d,37,5.011835252373195,5,dynamic,4
d,38,5.021564852233451,5,dynamic,4
d,39,5.017314534790348,5,dynamic,4
d,40,5.025337037890241,5,dynamic,4
d,41,5.020034853831713,5,dynamic,4
d,42,5.018440619506007,5,dynamic,4
d,43,5.022659291029857,5,dynamic,4
d,44,5.017811387487953,5,dynamic,4
d,45,5.01231564123669,5,dynamic,4
d,46,5.011697090137071,5,dynamic,4
d,47,5.01865424200724,5,dynamic,4
d,48,5.014560459830077,5,dynamic,4
d,49,5.0181509574361085,5,dynamic,4
d,50,5.022594989513713,5,dynamic,4
d,51,5.031063844173875,5,dynamic,4
d,52,5.034976390215118,5,dynamic,4
d,53,5.041677460593996,5,dynamic,4
d,54,5.046509949092973,5,dynamic,4
d,55,5.04733260499475,5,dynamic,4
d,56,5.043566057132436,5,dynamic,4
d,57,5.04291014192089,5,dynamic,4
d,58,5.044505052507653,5,dynamic,4
d,59,5.0473935074375,5,dynamic,4
d,60,5.047821134923995,5,dynamic,4
d,61,5.048598975133296,5,dynamic,4
d,62,5.050029769808183,5,dynamic,4
d,63,5.0540062892919835,5,dynamic,4
d,64,5.054115974247013,5,dynamic,4
d,65,5.056103440207763,5,dynamic,4
d,66,5.05228802773087,5,dynamic,4
d,67,5.050551990278027,5,dynamic,4
d,68,5.051051745614082,5,dynamic,4
d,69,5.046592360297775,5,dynamic,4
d,70,5.047275411818955,5,dynamic,4
d,71,5.050553117919161,5,dynamic,4
d,72,5.051681714659635,5,dynamic,4
d,73,5.054249603318743,5,dynamic,4
d,74,5.058091904897067,5,dynamic,4
d,75,5.057529722045504,5,dynamic,4
d,76,5.058112542073128,5,dynamic,4
d,77,5.065654839547491,5,dynamic,4
d,78,5.063380487899597,5,dynamic,4
d,79,5.061716716713356,5,dynamic,4
d,80,5.064532090296048,5,dynamic,4
d,81,5.0595395105996355,5,dynamic,4
d,82,5.055490986217762,5,dynamic,4
d,83,5.055803038855449,5,dynamic,4
d,84,5.058205044534598,5,dynamic,4
d,85,5.05759733232319,5,dynamic,4
d,86,5.058357730647922,5,dynamic,4
d,87,5.054989485290491,5,dynamic,4
d,88,5.057929520315699,5,dynamic,4
d,89,5.056330248285352,5,dynamic,4
d,90,5.055539620193629,5,dynamic,4
d,91,5.059329538070223,5,dynamic,4
d,92,5.061246598419918,5,dynamic,4
d,93,5.06201954551789,5,dynamic,4
d,94,5.064963159308789,5,dynamic,4
d,95,5.066794789602476,5,dynamic,4
d,96,5.063752996764532,5,dynamic,4
d,97,5.06462452548128,5,dynamic,4
d,98,5.064100792641618,5,dynamic,4
d,99,5.064720287640094,5,dynamic,4
