panel,time_step,avg_return,n_attackers,attack_mode,n_targets
a,98,5.033568379238901,5,static,1
a,99,5.0348760879551655,5,static,1
b,0,3.740839145443925,1,dynamic,1
b,1,4.168004005943718,1,dynamic,1
b,2,4.248211761939134,1,dynamic,1
b,3,4.457085436741408,1,dynamic,1
b,4,4.599877817334102,1,dynamic,1
b,5,4.706305415040338,1,dynamic,1
b,6,4.750321026582725,1,dynamic,1
b,7,4.760657416483747,1,dynamic,1
b,8,4.795784758649255,1,dynamic,1
b,9,4.813272233915093,1,dynamic,1
b,10,4.860377378319213,1,dynamic,1
b,11,4.875545228166103,1,dynamic,1
b,12,4.882223383770417,1,dynamic,1
b,13,4.870793793733461,1,dynamic,1
b,14,4.880566458841885,1,dynamic,1
b,15,4.905258593735649,1,dynamic,1
b,16,4.927486364491573,1,dynamic,1
b,17,4.936271211140658,1,dynamic,1
b,18,4.9176267762776735,1,dynamic,1
b,19,4.942032006664143,1,dynamic,1
b,20,4.950051698668631,1,dynamic,1
b,21,4.953182259805192,1,dynamic,1
b,22,4.944633760452824,1,dynamic,1
b,23,4.927840340293936,1,dynamic,1
b,24,4.922529264727267,1,dynamic,1
b,25,4.923831003771759,1,dynamic,1
b,26,4.934008644224348,1,dynamic,1
b,27,4.950275301482894,1,dynamic,1
b,28,4.9552430905068645,1,dynamic,1
b,29,4.945494220774392,1,dynamic,1
b,30,4.942953075177318,1,dynamic,1
b,31,4.940889287849682,1,dynamic,1
b,32,4.9485221288554015,1,dynamic,1
b,33,4.949738730481394,1,dynamic,1
b,34,4.9573361046447415,1,dynamic,1
b,35,4.965073674349827,1,dynamic,1
b,36,4.9681491236867865,1,dynamic,1
b,37,4.969960403667554,1,dynamic,1
b,38,4.980761244170198,1,dynamic,1
b,39,4.980770566392926,1,dynamic,1
b,40,4.990554123776297,1,dynamic,1
b,41,4.993268816047056,1,dynamic,1
b,42,4.989963630225654,1,dynamic,1
b,43,4.9960390182102605,1,dynamic,1
b,44,4.997275719989144,1,dynamic,1
b,45,4.99956958533791,1,dynamic,1
b,46,4.999600296799383,1,dynamic,1
b,47,4.996764718130634,1,dynamic,1
b,48,5.002982297434538,1,dynamic,1
b,49,5.008240341468865,1,dynamic,1
b,50,5.009355452400533,1,dynamic,1
b,51,5.007566121257891,1,dynamic,1
b,52,5.002283665294877,1,dynamic,1
b,53,5.001461520204494,1,dynamic,1
b,54,5.001036946008873,1,dynamic,1
b,55,4.997524149863009,1,dynamic,1
b,56,5.000438307139947,1,dynamic,1
b,57,5.004113630315294,1,dynamic,1
b,58,5.014915046792372,1,dynamic,1
b,59,5.017588431293191,1,dynamic,1
b,60,5.018145882280016,1,dynamic,1
b,61,5.017295045084818,1,dynamic,1
b,62,5.018047562772406,1,dynamic,1
b,63,5.018212887702081,1,dynamic,1
b,64,5.021915369676453,1,dynamic,1
b,65,5.024269531302051,1,dynamic,1
b,66,5.024018602695708,1,dynamic,1
b,67,5.025707752864151,1,dynamic,1
b,68,5.024951848277993,1,dynamic,1
b,69,5.027793270922609,1,dynamic,1
b,70,5.031781795254253,1,dynamic,1
b,71,5.035665829634251,1,dynamic,1
b,72,5.031341284074062,1,dynamic,1
b,73,5.035078741376017,1,dynamic,1
b,74,5.037107703139258,1,dynamic,1
b,75,5.037721753556467,1,dynamic,1
b,76,5.037620169923354,1,dynamic,1
b,77,5.037399188231487,1,dynamic,1
b,78,5.0435974707495745,1,dynamic,1
b,79,5.039797722059294,1,dynamic,1
b,80,5.040825973816843,1,dynamic,1
b,81,5.043162332060965,1,dynamic,1
b,82,5.0425512052883965,1,dynamic,1
b,83,5.046690695963754,1,dynamic,1
b,84,5.050509831546715,1,dynamic,1
b,85,5.052990440896004,1,dynamic,1
b,86,5.050039199173426,1,dynamic,1
b,87,5.049990192796473,1,dynamic,1
b,88,5.051113387898898,1,dynamic,1
b,89,5.0498293277178306,1,dynamic,1
b,90,5.050478573189152,1,dynamic,1
b,91,5.0492251121184815,1,dynamic,1
b,92,5.05261800474543,1,dynamic,1
b,93,5.052468009206833,1,dynamic,1
b,94,5.056108291424302,1,dynamic,1
b,95,5.052502792657598,1,dynamic,1
b,96,5.053034505994909,1,dynamic,1
b,97,5.051155241951954,1,dynamic,1
b,98,5.054641617514941,1,dynamic,1
b,99,5.052996799790123,1,dynamic,1
b,0,3.766887717385789,3,dynamic,1
b,1,3.855947094542727,3,dynamic,1
b,2,3.7805550716860608,3,dynamic,1
b,3,3.880145090945356,3,dynamic,1
b,4,4.061997247041807,3,dynamic,1
b,5,4.204350721053577,3,dynamic,1
b,6,4.337616087640803,3,dynamic,1
b,7,4.423311801815293,3,dynamic,1
b,8,4.5111965974905175,3,dynamic,1
b,9,4.5641138184122845,3,dynamic,1
b,10,4.620892099247684,3,dynamic,1
b,11,4.680861477078131,3,dynamic,1
b,12,4.713550758823375,3,dynamic,1
b,13,4.732328566787646,3,dynamic,1
b,14,4.753496233035599,3,dynamic,1
b,15,4.774331356180155,3,dynamic,1
b,16,4.786668736864423,3,dynamic,1
b,17,4.790671053647738,3,dynamic,1
b,18,4.794981876512289,3,dynamic,1
b,19,4.82080724053108,3,dynamic,1
b,20,4.8379300680233035,3,dynamic,1
b,21,4.852307727278709,3,dynamic,1
b,22,4.865297533881258,3,dynamic,1
b,23,4.872515023786323,3,dynamic,1
b,24,4.876712864047808,3,dynamic,1
b,25,4.892812953493142,3,dynamic,1
b,26,4.908561806087393,3,dynamic,1
b,27,4.928507419367004,3,dynamic,1
b,28,4.9370602978346145,3,dynamic,1
b,29,4.9489569166345015,3,dynamic,1
b,30,4.954774909389839,3,dynamic,1
b,31,4.9563134822028525,3,dynamic,1
b,32,4.959253343898777,3,dynamic,1
b,33,4.95594294932549,3,dynamic,1
b,34,4.966312921636148,3,dynamic,1
b,35,4.975003083572439,3,dynamic,1
b,36,4.973834745347823,3,dynamic,1
b,37,4.972507677959439,3,dynamic,1
b,38,4.968049361150597,3,dynamic,1
b,39,4.974790038301428,3,dynamic,1
b,40,4.980727335802367,3,dynamic,1
b,41,4.987624871995367,3,dynamic,1
b,42,4.989023119277692,3,dynamic,1
b,43,4.996090564882404,3,dynamic,1
b,44,5.001952897728753,3,dynamic,1
b,45,5.002278973553646,3,dynamic,1
b,46,5.0012286250239,3,dynamic,1
b,47,5.006934307888684,3,dynamic,1
b,48,5.007998648263909,3,dynamic,1
b,49,5.018965615469744,3,dynamic,1
b,50,5.022065375162965,3,dynamic,1
b,51,5.026305464660879,3,dynamic,1
b,52,5.028727518087299,3,dynamic,1
b,53,5.031076275215876,3,dynamic,1
b,54,5.036809253786418,3,dynamic,1
b,55,5.0355068677848775,3,dynamic,1
b,56,5.044422929353137,3,dynamic,1
b,57,5.044606018031218,3,dynamic,1
b,58,5.0377324688773895,3,dynamic,1
b,59,5.03428933286121,3,dynamic,1
b,60,5.038305080792679,3,dynamic,1
b,61,5.033862370224597,3,dynamic,1
b,62,5.035205976099147,3,dynamic,1
b,63,5.036351356103815,3,dynamic,1
b,64,5.041515358427495,3,dynamic,1
b,65,5.0413845000740825,3,dynamic,1
b,66,5.045170979582156,3,dynamic,1
b,67,5.042638072486152,3,dynamic,1
b,68,5.043883603184377,3,dynamic,1
b,69,5.044142390117524,3,dynamic,1
b,70,5.0500102278763475,3,dynamic,1
b,71,5.0550524359264815,3,dynamic,1
b,72,5.055874475356584,3,dynamic,1
b,73,5.05376654642026,3,dynamic,1
b,74,5.058511868592012,3,dynamic,1
b,75,5.058385428815063,3,dynamic,1
b,76,5.057416860529935,3,dynamic,1
b,77,5.056700451397196,3,dynamic,1
b,78,5.054362045431862,3,dynamic,1
b,79,5.0558955426455325,3,dynamic,1
b,80,5.050891870533952,3,dynamic,1
b,81,5.0476688043106615,3,dynamic,1
b,82,5.050969095047917,3,dynamic,1
b,83,5.051678542617935,3,dynamic,1
b,84,5.053088287361452,3,dynamic,1
b,85,5.054158056547399,3,dynamic,1
b,86,5.05371265923595,3,dynamic,1
b,87,5.0526700153372,3,dynamic,1
b,88,5.048741881435986,3,dynamic,1
b,89,5.052589209421935,3,dynamic,1
b,90,5.053707275274417,3,dynamic,1
b,91,5.053949365298051,3,dynamic,1
b,92,5.059180340690943,3,dynamic,1
b,93,5.058291674876895,3,dynamic,1
b,94,5.059411672962154,3,dynamic,1
b,95,5.061616481801809,3,dynamic,1
b,96,5.064674833838363,3,dynamic,1
b,97,5.063762234610968,3,dynamic,1
b,98,5.06598075177337,3,dynamic,1
b,99,5.069603776733263,3,dynamic,1
b,0,3.573652651851624,5,dynamic,1
b,1,3.7675541522246334,5,dynamic,1
b,2,3.727999156780587,5,dynamic,1
b,3,3.8220280557825848,5,dynamic,1
b,4,3.9888613060246016,5,dynamic,1
b,5,4.214245496507906,5,dynamic,1
b,6,4.400593027436356,5,dynamic,1
b,7,4.466453732141572,5,dynamic,1
b,8,4.521533583452657,5,dynamic,1
b,9,4.607132765751842,5,dynamic,1
b,10,4.621143193487517,5,dynamic,1
b,11,4.684470443901535,5,dynamic,1
b,12,4.74313957273207,5,dynamic,1
b,13,4.758639827452773,5,dynamic,1
b,14,4.77179011328967,5,dynamic,1
b,15,4.785922796213167,5,dynamic,1
b,16,4.79432124578708,5,dynamic,1
b,17,4.815030756082748,5,dynamic,1
b,18,4.821334684885042,5,dynamic,1
b,19,4.838249018157002,5,dynamic,1
b,20,4.846118237122751,5,dynamic,1
b,21,4.868628296976514,5,dynamic,1
b,22,4.882436764444248,5,dynamic,1
b,23,4.887304366822028,5,dynamic,1
b,24,4.9078975966674365,5,dynamic,1
b,25,4.900485352153737,5,dynamic,1
b,26,4.911861852840138,5,dynamic,1
b,27,4.918745104056195,5,dynamic,1
b,28,4.9349224910491,5,dynamic,1
b,29,4.9424164008688445,5,dynamic,1
b,30,4.949119001411157,5,dynamic,1
b,31,4.951304625863968,5,dynamic,1
b,32,4.958783332063241,5,dynamic,1
b,33,4.975276620879408,5,dynamic,1
b,34,4.980486273752267,5,dynamic,1
b,35,4.971458512758238,5,dynamic,1
b,36,4.969390332777995,5,dynamic,1
b,37,4.96401533341884,5,dynamic,1
b,38,4.969994034954564,5,dynamic,1
b,39,4.9793586300890595,5,dynamic,1
b,40,4.980411470858258,5,dynamic,1
b,41,4.983882310431517,5,dynamic,1
b,42,4.989623557808121,5,dynamic,1
b,43,4.994042075579567,5,dynamic,1
b,44,4.992121944893531,5,dynamic,1
b,45,4.987728839001295,5,dynamic,1
b,46,4.990865283668457,5,dynamic,1
b,47,4.993623168446814,5,dynamic,1
b,48,5.000875073562809,5,dynamic,1
b,49,5.000414361157262,5,dynamic,1
b,50,5.006618044948298,5,dynamic,1
b,51,5.0046389622449725,5,dynamic,1
b,52,5.008692763997091,5,dynamic,1
b,53,5.009369559012676,5,dynamic,1
b,54,5.015969715564103,5,dynamic,1
b,55,5.011160775574352,5,dynamic,1
b,56,5.006597540288114,5,dynamic,1
b,57,5.008191827070593,5,dynamic,1
b,58,5.011372296728628,5,dynamic,1
b,59,5.010389321652155,5,dynamic,1
b,60,5.0193631134616155,5,dynamic,1
b,61,5.017369744574199,5,dynamic,1
b,62,5.02170882502298,5,dynamic,1
b,63,5.025411958892644,5,dynamic,1
b,64,5.025010561650035,5,dynamic,1
b,65,5.029682443498095,5,dynamic,1
b,66,5.032809284253243,5,dynamic,1
b,67,5.032053925825825,5,dynamic,1
b,68,5.034190914054909,5,dynamic,1
b,69,5.035024088891468,5,dynamic,1
b,70,5.03691021950759,5,dynamic,1
b,71,5.04254975058748,5,dynamic,1
b,72,5.042003086188145,5,dynamic,1
b,73,5.044004030354633,5,dynamic,1
b,74,5.043050187478537,5,dynamic,1
b,75,5.040536413399197,5,dynamic,1
b,76,5.0419880324120365,5,dynamic,1
b,77,5.043006007644136,5,dynamic,1
b,78,5.041438426785864,5,dynamic,1
b,79,5.038964050629489,5,dynamic,1
b,80,5.0403121712038415,5,dynamic,1
b,81,5.043019811861986,5,dynamic,1
b,82,5.046277502232615,5,dynamic,1
b,83,5.049805946996003,5,dynamic,1
b,84,5.053999178942155,5,dynamic,1
b,85,5.0557357616336835,5,dynamic,1
b,86,5.058812937144962,5,dynamic,1
b,87,5.061573649277339,5,dynamic,1
b,88,5.058784122401324,5,dynamic,1
b,89,5.058060421697229,5,dynamic,1
b,90,5.06003746735299,5,dynamic,1
b,91,5.063692850056754,5,dynamic,1
b,92,5.06208548681697,5,dynamic,1
b,93,5.0619578353094665,5,dynamic,1
b,94,5.0603450579485125,5,dynamic,1
b,95,5.057355052176557,5,dynamic,1
b,96,5.057919256514405,5,dynamic,1
b,97,5.057871885909917,5,dynamic,1
b,98,5.056834389523942,5,dynamic,1
b,99,5.058925521713741,5,dynamic,1
c,0,3.6841665900084988,3,static,2
c,1,3.9580833657248444,3,static,2
c,2,3.743866534706079,3,static,2
c,3,3.790761078077143,3,static,2
c,4,4.035203489394343,3,static,2
c,5,4.178862336711777,3,static,2
c,6,4.244283236311088,3,static,2
c,7,4.311447139841999,3,static,2
c,8,4.403385725756751,3,static,2
c,9,4.460024490726039,3,static,2
c,10,4.5488551863181526,3,static,2
c,11,4.6039542748359965,3,static,2
c,12,4.6272300756356906,3,static,2
c,13,4.652778087439273,3,static,2
c,14,4.690361571386045,3,static,2
c,15,4.726268421349136,3,static,2
c,16,4.7459721282154295,3,static,2
c,17,4.7536634500344865,3,static,2
c,18,4.7510782072893445,3,static,2
c,19,4.778073113992575,3,static,2
c,20,4.788834772001361,3,static,2
c,21,4.802873134116494,3,static,2
c,22,4.818841524200724,3,static,2
c,23,4.827947645681265,3,static,2
c,24,4.82245500257248,3,static,2
c,25,4.83958635828864,3,static,2
c,26,4.844705899416778,3,static,2
c,27,4.863946009727113,3,static,2
c,28,4.875754725498234,3,static,2
c,29,4.877599821045058,3,static,2
c,30,4.869327787793599,3,static,2
c,31,4.864679344190418,3,static,2
c,32,4.880910925058893,3,static,2
c,33,4.8930518764135185,3,static,2
c,34,4.9071809323042395,3,static,2
c,35,4.9150156732990276,3,static,2
c,36,4.922276374908331,3,static,2
c,37,4.930493656755712,3,static,2
c,38,4.938380187711311,3,static,2
c,39,4.938716870293684,3,static,2
c,40,4.948233293359811,3,static,2
c,41,4.948633652247894,3,static,2
c,42,4.946476279843841,3,static,2
c,43,4.952425366358474,3,static,2
c,44,4.955218581027401,3,static,2
c,45,4.9505543293645,3,static,2
c,46,4.948048616650638,3,static,2
c,47,4.953000454394972,3,static,2
c,48,4.951616998666855,3,static,2
c,49,4.953383845731539,3,static,2
c,50,4.954996981828186,3,static,2
c,51,4.957298203629368,3,static,2
c,52,4.955314042682877,3,static,2
c,53,4.956041821208969,3,static,2
c,54,4.953621374201451,3,static,2
c,55,4.954950209522543,3,static,2
c,56,4.959751092130717,3,static,2
c,57,4.961639359811311,3,static,2
c,58,4.972283215203774,3,static,2
c,59,4.978361713477056,3,static,2
c,60,4.978243027637594,3,static,2
c,61,4.979567438348486,3,static,2
c,62,4.9783575185560505,3,static,2
c,63,4.979643731363186,3,static,2
c,64,4.981740776444478,3,static,2
c,65,4.983908614015722,3,static,2
c,66,4.986587240385583,3,static,2
c,67,4.987082963711213,3,static,2
c,68,4.988019945402547,3,static,2
c,69,4.988626007106266,3,static,2
c,70,4.991475730332659,3,static,2
c,71,4.9931471966764285,3,static,2
c,72,4.991776593915849,3,static,2
c,73,4.995717092803008,3,static,2
c,74,4.996292322766002,3,static,2
c,75,4.997623266904321,3,static,2
c,76,4.999435298606896,3,static,2
c,77,5.001562424251997,3,static,2
c,78,5.005437150537897,3,static,2
c,79,5.004212541712578,3,static,2
c,80,5.007692249070023,3,static,2
c,81,5.007870870876422,3,static,2
c,82,5.007229239461586,3,static,2
c,83,5.009340540726547,3,static,2
c,84,5.016148617665751,3,static,2
c,85,5.021508599381636,3,static,2
c,86,5.018274935230926,3,static,2
c,87,5.020126025958356,3,static,2
c,88,5.019659531499948,3,static,2
c,89,5.020288244353101,3,static,2
c,90,5.018217247223649,3,static,2
c,91,5.018748401309437,3,static,2
c,92,5.0185938973743625,3,static,2
c,93,5.018424940125867,3,static,2
c,94,5.018676488071976,3,static,2
c,95,5.017903583491454,3,static,2
c,96,5.019918714832268,3,static,2
c,97,5.020027593166677,3,static,2
c,98,5.022727171707349,3,static,2
c,99,5.020588868246176,3,static,2
c,0,3.734027849123011,3,static,4
c,1,3.782733203906595,3,static,4
c,2,3.7171035462588775,3,static,4
c,3,3.7594960425266404,3,static,4
c,4,3.9205544120722506,3,static,4
c,5,4.120514841571608,3,static,4
c,6,4.235531579068867,3,static,4
c,7,4.3449372683826155,3,static,4
c,8,4.482180459522053,3,static,4
c,9,4.524848737812589,3,static,4
c,10,4.587957175384869,3,static,4
c,11,4.62216491042286,3,static,4
c,12,4.658732731909118,3,static,4
c,13,4.678781095065007,3,static,4
c,14,4.725715254999664,3,static,4
c,15,4.742837828616448,3,static,4
c,16,4.7605308527911205,3,static,4
c,17,4.778462615396322,3,static,4
