def_strategy,mu,attack_mode,n_attackers,n_targets,resp_time_ms_mean,resp_time_ms_p95,load_time_ms_mean,load_time_ms_p95,ASSC_ms_mean,AIC_ms_mean,NC_ms_mean,cost_total_ms_mean
GD1,800,dynamic,2,1,2398.392907217041,2409.321184707966,2480.5564536085203,2486.020592353983,240.0,175.0,167.41378019108924,5077.669360825561
GD3,800,static,3,1,2232.7550601544594,2232.7550601544594,2307.2775300772296,2307.2775300772296,240.0,175.0,167.41378019108924,4712.832590231689
GD1,800,static,3,1,2218.7722686473853,2226.333755799008,2300.2861343236927,2304.0668778995037,240.0,175.0,167.41378019108924,4691.858402971078
GD2,800,dynamic,2,1,2400.232334637639,2402.8041538908283,2481.4761673188195,2482.7620769454143,240.0,175.0,167.41378019108924,5080.4285019564595
GD1,800,static,1,1,2188.705851612784,2188.705851612784,2260.252925806392,2260.252925806392,240.0,175.0,167.41378019108924,4621.758777419176
GD1,200,dynamic,2,1,602.0576278021205,604.6711949902974,622.3888139010602,623.6955974951487,240.0,175.0,167.41378019108924,1423.166441703181
GD1,200,static,3,2,456.36068203090656,456.36068203090656,478.13034101545327,478.13034101545327,240.0,175.0,167.41378019108924,1020.8910230463598
GD3,200,static,3,3,418.696953973621,418.696953973621,438.6484769868105,438.6484769868105,240.0,175.0,167.41378019108924,914.9454309604315
GD2,200,static,3,1,586.0636090988944,588.0600373994079,604.9318045494472,605.9300186997039,240.0,175.0,167.41378019108924,1363.7954136483418
GD2,200,dynamic,2,1,600.1341139424428,600.5974941931006,621.4270569712214,621.6587470965503,240.0,175.0,167.41378019108924,1420.281170913664
GD3,200,static,3,1,574.6709345827576,580.2388593400102,599.2354672913788,602.0194296700051,240.0,175.0,167.41378019108924,1346.7064018741362
GD1,200,static,3,1,579.7230465185837,579.7230465185837,601.7615232592918,601.7615232592918,240.0,175.0,167.41378019108924,1354.2845697778755
GD1,400,dynamic,2,1,895.7385728654895,896.7206470275723,940.7292864327447,941.2203235137862,240.0,175.0,167.41378019108924,2035.1878592982341
GD1,400,static,3,1,863.3371244904474,865.1175997978174,901.5685622452237,902.4587998989086,240.0,175.0,167.41378019108924,1937.705686735671
GD2,400,dynamic,2,1,903.5319398344003,916.3483365258385,944.6259699172001,951.0341682629194,240.0,175.0,167.41378019108924,2046.8779097516006
GD3,400,dynamic,2,1,911.4742258874707,916.0012205568611,948.5971129437354,950.8606102784306,240.0,175.0,167.41378019108924,2058.791338831206
GD3,400,static,3,1,873.3702981513571,873.3702981513571,906.5851490756786,906.5851490756786,240.0,175.0,167.41378019108924,1952.7554472270356
GD3,600,static,3,1,1317.757163929768,1319.4236294810182,1376.778581964884,1377.6118147405089,240.0,175.0,167.41378019108924,2867.335745894652
GD2,600,static,3,1,1317.3487828626812,1325.804228771744,1376.5743914313407,1380.802114385872,240.0,175.0,167.41378019108924,2866.723174294022
GD3,600,dynamic,2,1,1401.4346493347355,1406.3901470758458,1464.0773246673677,1466.555073537923,240.0,175.0,167.41378019108924,3064.231974002103
GD2,600,dynamic,2,1,1416.1624482285656,1425.2225558665743,1471.441224114283,1475.9712779332872,240.0,175.0,167.41378019108924,3086.323672342848
GD1,600,dynamic,2,1,1403.9464105627064,1403.9464105627064,1465.3332052813532,1465.3332052813532,240.0,175.0,167.41378019108924,3067.9996158440595
GD1,600,static,3,1,1320.1013457385975,1324.3052808382959,1377.9506728692986,1380.052640419148,240.0,175.0,167.41378019108924,2870.8520186078963
GD2,800,dynamic,2,1,2397.509525705658,2401.6057190959623,2480.114762852829,2482.162859547981,240.0,175.0,167.41378019108924,5076.344288558487
GD1,800,dynamic,2,1,2399.5539825074206,2409.3288252060165,2481.13699125371,2486.0244126030084,240.0,175.0,167.41378019108924,5079.410973761132
GD2,800,static,3,1,2232.651430121192,2236.15330061521,2307.2257150605956,2308.976650307605,240.0,175.0,167.41378019108924,4712.677145181788
GD3,800,static,3,1,2236.5056256465095,2243.533742399977,2309.152812823255,2312.6668711999887,240.0,175.0,167.41378019108924,4718.458438469765
GD3,800,dynamic,2,1,2403.7362932093347,2419.0272896455454,2483.2281466046675,2490.8736448227723,240.0,175.0,167.41378019108924,5085.684439814002
GD1,800,static,3,1,2213.7661839883453,2213.7661839883453,2297.7830919941725,2297.7830919941725,240.0,175.0,167.41378019108924,4684.349275982518
GD3,200,static,3,1,580.1152444990915,580.1152444990915,601.9576222495458,601.9576222495458,240.0,175.0,167.41378019108924,1354.8728667486373
GD2,200,static,3,2,462.7768033152307,462.7768033152307,481.33840165761535,481.33840165761535,240.0,175.0,167.41378019108924,1030.515204972846
GD1,200,dynamic,2,3,431.90351252748763,431.90351252748763,454.40508959707716,454.40508959707716,240.0,175.0,167.41378019108924,952.5486021245648
GD2,200,dynamic,2,1,594.5153611048083,594.5153611048083,618.6176805524042,618.6176805524042,240.0,175.0,167.41378019108924,1411.8530416572125
GD3,200,dynamic,2,1,610.2969571208346,613.318850273398,626.5084785604174,628.019425136699,240.0,175.0,167.41378019108924,1435.525435681252
GD1,200,dynamic,2,1,595.1786852427763,599.6103038918554,618.9493426213882,621.1651519459277,240.0,175.0,167.41378019108924,1412.8480278641646
GD2,200,static,1,1,543.0460026256703,543.0460026256703,558.4230013128351,558.4230013128351,240.0,175.0,167.41378019108924,1274.2690039385054
GD1,200,static,3,1,581.2028760077609,581.2028760077609,602.5014380038805,602.5014380038805,240.0,175.0,167.41378019108924,1356.5043140116413
GD1,400,dynamic,2,1,904.5172841720896,908.1390279940188,945.1186420860447,946.9295139970094,240.0,175.0,167.41378019108924,2048.3559262581343
GD3,400,dynamic,2,1,897.2034844445766,903.2473487924975,941.4617422222883,944.4836743962487,240.0,175.0,167.41378019108924,2037.385226666865
GD2,400,dynamic,2,1,907.2063048059867,913.0164146987923,946.4631524029934,949.3682073493962,240.0,175.0,167.41378019108924,2052.38945720898
GD1,400,static,3,1,872.2554714595639,872.2554714595639,906.027735729782,906.027735729782,240.0,175.0,167.41378019108924,1951.0832071893458
GD2,400,static,3,1,855.8902239621334,863.7022293499891,897.8451119810668,901.7511146749945,240.0,175.0,167.41378019108924,1926.5353359432002
GD1,600,static,3,1,1313.7922222195857,1318.8775351026425,1374.7961111097927,1377.3387675513213,240.0,175.0,167.41378019108924,2861.388333329379
GD2,600,dynamic,2,1,1405.6889556394501,1408.6439339357696,1466.204477819725,1467.6819669678848,240.0,175.0,167.41378019108924,3070.613433459175
GD1,600,dynamic,2,1,1396.169529190439,1401.9519157148409,1461.4447645952196,1464.3359578574205,240.0,175.0,167.41378019108924,3056.334293785659
GD3,600,static,3,1,1315.5479696496573,1315.5479696496573,1375.6739848248285,1375.6739848248285,240.0,175.0,167.41378019108924,2864.021954474486
GD3,600,dynamic,2,1,1424.393392933218,1424.393392933218,1475.5566964666089,1475.5566964666089,240.0,175.0,167.41378019108924,3098.6700893998263
GD2,800,dynamic,2,1,2401.406642146171,2407.496442678282,2482.0633210730853,2485.108221339141,240.0,175.0,167.41378019108924,5082.189963219257
GD2,800,static,3,1,2219.9409154132586,2222.926642882982,2300.870457706629,2302.3633214414913,240.0,175.0,167.41378019108924,4693.6113731198875
GD3,800,dynamic,2,1,2399.255584797659,2405.974187619588,2480.9877923988297,2484.347093809794,240.0,175.0,167.41378019108924,5078.963377196489
GD1,800,static,3,1,2221.871235281092,2224.459036199393,2301.8356176405455,2303.1295180996963,240.0,175.0,167.41378019108924,4696.506852921638
GD3,800,static,3,1,2234.3548158212416,2234.3548158212416,2308.077407910621,2308.077407910621,240.0,175.0,167.41378019108924,4715.232223731863
GD1,800,dynamic,2,1,2398.4771227947754,2398.4771227947754,2480.5985613973876,2480.5985613973876,240.0,175.0,167.41378019108924,5077.795684192163
GD2,200,dynamic,2,2,484.3162900239575,484.6606611230274,501.3381450119787,501.5103305615137,240.0,175.0,167.41378019108924,1085.0144350359362
GD3,200,static,3,3,428.55961511116203,428.55961511116203,443.57980755558106,443.57980755558106,240.0,175.0,167.41378019108924,929.739422666743
GD3,200,static,3,1,579.6909630944755,586.9439363927759,601.7454815472378,605.3719681963879,240.0,175.0,167.41378019108924,1354.236444641713
GD1,200,static,3,1,584.411395006968,590.2864205296139,604.105697503484,607.0432102648069,240.0,175.0,167.41378019108924,1361.3170925104519
GD2,200,static,3,1,585.0174065736907,591.4155628355996,604.4087032868453,607.6077814177999,240.0,175.0,167.41378019108924,1362.2261098605359
GD1,200,dynamic,2,1,604.7708825430852,604.7708825430852,623.7454412715426,623.7454412715426,240.0,175.0,167.41378019108924,1427.236323814628
GD2,400,dynamic,2,1,905.6310137121114,917.5266827874309,945.6755068560557,951.6233413937156,240.0,175.0,167.41378019108924,2050.0265205681667
GD3,400,dynamic,2,1,908.4742378510782,913.0602649657856,947.097118925539,949.3901324828927,240.0,175.0,167.41378019108924,2054.2913567766172
GD2,400,static,3,1,853.0201384407956,854.6999625253543,896.4100692203978,897.2499812626772,240.0,175.0,167.41378019108924,1922.2302076611932
GD1,400,dynamic,2,1,906.5798681945081,914.1083288002003,946.1499340972541,949.9141644001002,240.0,175.0,167.41378019108924,2051.449802291762
GD3,400,static,3,1,850.2318560995641,850.2318560995641,895.015928049782,895.015928049782,240.0,175.0,167.41378019108924,1918.047784149346
GD1,400,static,3,1,858.4185669236275,858.4185669236275,899.1092834618138,899.1092834618138,240.0,175.0,167.41378019108924,1930.3278503854413
GD1,600,dynamic,2,1,1412.599582779319,1419.871999456798,1469.6597913896596,1473.2959997283992,240.0,175.0,167.41378019108924,3080.9793741689787
GD2,600,dynamic,2,1,1397.1637158254714,1397.1637158254714,1461.9418579127357,1461.9418579127357,240.0,175.0,167.41378019108924,3057.825573738207
GD2,600,static,3,1,1309.1316811532486,1309.1316811532486,1372.4658405766243,1372.4658405766243,240.0,175.0,167.41378019108924,2854.397521729873
GD3,600,static,3,1,1334.0757113481059,1334.0757113481059,1384.937855674053,1384.937855674053,240.0,175.0,167.41378019108924,2891.813567022159
GD3,600,dynamic,2,1,1399.208231092597,1411.0748915000297,1462.9641155462987,1468.8974457500149,240.0,175.0,167.41378019108924,3060.892346638895
GD1,600,static,3,1,1325.0538505855582,1325.0538505855582,1380.426925292779,1380.426925292779,240.0,175.0,167.41378019108924,2878.2807758783374
GD1,800,dynamic,2,1,2397.958222349136,2410.3135144387043,2480.339111174568,2486.5167572193523,240.0,175.0,167.41378019108924,5077.017333523704
GD3,800,dynamic,2,1,2402.6743667011533,2407.1960899403157,2482.697183350577,2484.958044970158,240.0,175.0,167.41378019108924,5084.09155005173
GD2,800,static,3,1,2211.6865078573855,2216.9004472127845,2296.743253928693,2299.3502236063923,240.0,175.0,167.41378019108924,4681.229761786079
GD2,800,dynamic,2,1,2403.4005332484517,2405.0477121852496,2483.0602666242253,2483.8838560926247,240.0,175.0,167.41378019108924,5085.180799872677
GD2,800,static,1,1,2168.479502895099,2168.479502895099,2250.1397514475493,2250.1397514475493,240.0,175.0,167.41378019108924,4591.419254342648
GD3,800,static,1,1,2159.277934592078,2159.277934592078,2245.5389672960387,2245.5389672960387,240.0,175.0,167.41378019108924,4577.616901888116
GD1,800,static,3,1,2225.947170077059,2225.947170077059,2303.873585038529,2303.873585038529,240.0,175.0,167.41378019108924,4702.6207551155885
GD2,200,static,3,2,455.8770570896758,455.8770570896758,477.88852854483787,477.88852854483787,240.0,175.0,167.41378019108924,1020.1655856345136
GD1,200,static,3,3,412.0952914085041,412.0952914085041,435.3476457042521,435.3476457042521,240.0,175.0,167.41378019108924,905.0429371127562
GD1,200,dynamic,2,1,579.8618691026288,579.8618691026288,611.2909345513144,611.2909345513144,240.0,175.0,167.41378019108924,1389.8728036539433
GD2,200,dynamic,2,3,430.0208549589276,430.0208549589276,453.46376081279715,453.46376081279715,240.0,175.0,167.41378019108924,949.7246157717248
GD2,200,dynamic,2,1,586.4477159224845,586.4477159224845,614.5838579612423,614.5838579612423,240.0,175.0,167.41378019108924,1399.7515738837267
GD2,200,static,3,1,587.5466278295812,589.7713735420909,605.6733139147906,606.7856867710454,240.0,175.0,167.41378019108924,1366.0199417443719
GD3,200,dynamic,2,1,600.3084302729723,605.9302155048604,621.5142151364862,624.3251077524302,240.0,175.0,167.41378019108924,1420.5426454094586
GD1,200,static,3,1,588.5084211157465,588.5084211157465,606.1542105578732,606.1542105578732,240.0,175.0,167.41378019108924,1367.4626316736196
GD3,200,static,3,1,585.8433811685288,585.8433811685288,604.8216905842644,604.8216905842644,240.0,175.0,167.41378019108924,1363.4650717527932
GD3,400,static,3,1,865.1008785369802,867.6337221960405,902.4504392684901,903.7168610980202,240.0,175.0,167.41378019108924,1940.3513178054704
GD1,400,dynamic,2,1,910.292428679747,916.5786594054028,948.0062143398736,951.1493297027015,240.0,175.0,167.41378019108924,2057.0186430196204
GD2,400,static,3,1,854.4050230837026,854.4050230837026,897.1025115418513,897.1025115418513,240.0,175.0,167.41378019108924,1924.307534625554
GD2,400,dynamic,2,1,906.2639096768402,915.748505581033,945.9919548384202,950.7342527905165,240.0,175.0,167.41378019108924,2050.97586451526
GD1,400,static,3,1,857.430475164034,863.8626937319696,898.6152375820169,901.8313468659848,240.0,175.0,167.41378019108924,1928.8457127460508
GD1,600,dynamic,2,1,1402.1464447677415,1413.276109868535,1464.4332223838708,1469.9980549342677,240.0,175.0,167.41378019108924,3065.299667151612
GD3,600,dynamic,2,1,1405.1635231349096,1407.3414154365862,1465.9417615674547,1467.0307077182931,240.0,175.0,167.41378019108924,3069.825284702364
GD2,600,static,3,1,1309.0757973284096,1309.0757973284096,1372.4378986642048,1372.4378986642048,240.0,175.0,167.41378019108924,2854.3136959926146
GD2,600,dynamic,2,1,1398.9178865677413,1399.855851755523,1462.8189432838708,1463.2879258777614,240.0,175.0,167.41378019108924,3060.456829851612
GD1,600,static,3,1,1317.9568358937881,1322.2592045085294,1376.878417946894,1379.0296022542645,240.0,175.0,167.41378019108924,2867.6352538406823
GD2,800,static,3,1,2223.7845167676805,2229.6170268505175,2302.7922583838404,2305.7085134252584,240.0,175.0,167.41378019108924,4699.3767751515215
GD1,800,dynamic,2,1,2408.27398498288,2413.1252223041784,2485.49699249144,2487.922611152089,240.0,175.0,167.41378019108924,5092.49097747432
GD1,800,static,3,1,2221.462940104297,2221.7096061010448,2301.6314700521484,2301.7548030505222,240.0,175.0,167.41378019108924,4695.894410156446
GD2,800,dynamic,2,1,2398.1100940449874,2409.4707778023026,2480.4150470224936,2486.095388901151,240.0,175.0,167.41378019108924,5077.245141067481
GD3,800,static,3,1,2222.2146212692496,2226.384078053072,2302.0073106346244,2304.0920390265355,240.0,175.0,167.41378019108924,4697.021931903874
GD1,200,dynamic,2,2,471.503078882051,471.503078882051,494.9315394410255,494.9315394410255,240.0,175.0,167.41378019108924,1065.7946183230765
GD1,200,static,3,3,411.4561443073429,411.4561443073429,435.0280721536715,435.0280721536715,240.0,175.0,167.41378019108924,904.0842164610144
GD2,200,static,3,2,461.50898688328675,461.50898688328675,480.70449344164336,480.70449344164336,240.0,175.0,167.41378019108924,1028.6134803249302
GD2,200,dynamic,2,3,425.1495276220419,425.1495276220419,451.02809714435426,451.02809714435426,240.0,175.0,167.41378019108924,942.4176247663961
GD2,200,dynamic,2,1,600.0303454369084,608.6645734648878,621.3751727184542,625.692286732444,240.0,175.0,167.41378019108924,1420.125518155363
GD1,200,dynamic,2,1,597.4333121803915,607.7664000560054,620.0766560901957,625.2432000280027,240.0,175.0,167.41378019108924,1416.2299682705873
GD3,200,static,3,1,583.689384133039,583.689384133039,603.7446920665195,603.7446920665195,240.0,175.0,167.41378019108924,1360.2340761995586
GD2,400,dynamic,2,1,902.0622343371895,912.1098902832116,943.8911171685947,948.9149451416058,240.0,175.0,167.41378019108924,2044.6733515057845
GD3,400,static,3,1,859.4219940249576,866.5992212944417,899.6109970124786,903.1996106472208,240.0,175.0,167.41378019108924,1931.8329910374362
GD3,400,dynamic,2,1,901.7281856359459,908.3229579573059,943.724092817973,947.021478978653,240.0,175.0,167.41378019108924,2044.1722784539188
GD1,400,static,3,1,872.6575917007995,872.6575917007995,906.2287958503997,906.2287958503997,240.0,175.0,167.41378019108924,1951.6863875511992
GD1,400,dynamic,2,1,904.3377482238341,904.3377482238341,945.028874111917,945.028874111917,240.0,175.0,167.41378019108924,2048.086622335751
GD1,600,static,3,1,1319.6683039392542,1322.994838003908,1377.734151969627,1379.397419001954,240.0,175.0,167.41378019108924,2870.2024559088813
GD3,600,static,3,1,1313.97667657572,1316.0202520318844,1374.8883382878598,1375.9101260159423,240.0,175.0,167.41378019108924,2861.66501486358
GD2,600,static,3,1,1304.448467235482,1304.448467235482,1370.124233617741,1370.124233617741,240.0,175.0,167.41378019108924,2847.3727008532233
GD1,600,dynamic,2,1,1416.600978821862,1416.600978821862,1471.6604894109312,1471.6604894109312,240.0,175.0,167.41378019108924,3086.981468232793
GD3,600,dynamic,2,1,1408.573168056914,1416.3255149703075,1467.646584028457,1471.5227574851538,240.0,175.0,167.41378019108924,3074.939752085371
GD2,600,dynamic,2,1,1409.1587074886036,1413.6792740682395,1467.9393537443018,1470.1996370341199,240.0,175.0,167.41378019108924,3075.818061232905
GD1,800,static,3,1,2216.5020551763478,2221.0526519379796,2299.1510275881737,2301.4263259689897,240.0,175.0,167.41378019108924,4688.453082764522
GD1,800,dynamic,2,1,2399.6897717358843,2407.123886655969,2481.2048858679423,2484.921943327984,240.0,175.0,167.41378019108924,5079.614657603826
GD3,800,dynamic,2,1,2405.1866870410586,2413.4015438583133,2483.9533435205294,2488.060771929156,240.0,175.0,167.41378019108924,5087.860030561588
GD2,800,dynamic,2,1,2404.4028953497764,2404.7325857114038,2483.561447674888,2483.7262928557016,240.0,175.0,167.41378019108924,5086.6843430246645
GD2,800,static,3,1,2212.848447708631,2212.848447708631,2297.3242238543153,2297.3242238543153,240.0,175.0,167.41378019108924,4682.972671562947
GD3,800,static,3,1,2221.244892943838,2221.244892943838,2301.522446471919,2301.522446471919,240.0,175.0,167.41378019108924,4695.5673394157575
GD1,200,static,3,2,461.64074669846167,463.4774225275241,480.7703733492308,481.68871126376206,240.0,175.0,167.41378019108924,1028.8111200476926
GD3,200,dynamic,2,3,439.72608073990716,442.4866976080092,458.3163737032869,459.6966821373379,240.0,175.0,167.41378019108924,964.2824544431942
GD1,200,static,3,1,581.4431405257988,581.4431405257988,602.6215702628994,602.6215702628994,240.0,175.0,167.41378019108924,1356.864710788698
GD1,200,dynamic,2,3,427.91079207185334,427.91079207185334,452.40872936926,452.40872936926,240.0,175.0,167.41378019108924,946.5595214411134
GD2,200,static,3,3,402.06064460907976,402.06064460907976,430.3303223045399,430.3303223045399,240.0,175.0,167.41378019108924,889.9909669136197
GD1,200,static,3,3,414.28108419887303,426.10687103762024,436.44054209943647,442.35343551881016,240.0,175.0,167.41378019108924,908.3216262983095
GD2,200,dynamic,2,3,447.89858176448877,447.89858176448877,462.4026242155777,462.4026242155777,240.0,175.0,167.41378019108924,976.5412059800665
GD1,400,static,3,3,701.1156208294966,701.1156208294966,737.8578104147483,737.8578104147483,240.0,175.0,167.41378019108924,1496.5734312442448
GD3,400,static,3,3,701.7081468893645,708.0552234545893,738.1540734446822,741.3276117272947,240.0,175.0,167.41378019108924,1497.4622203340466
GD2,400,dynamic,2,3,727.6716549785294,727.6716549785294,773.7891608225981,773.7891608225981,240.0,175.0,167.41378019108924,1567.7008158011274
GD1,400,dynamic,2,3,740.0563432682025,746.0927718563987,779.9815049674346,782.9997192615327,240.0,175.0,167.41378019108924,1586.277848235637
GD3,400,dynamic,2,3,748.880279269665,748.880279269665,784.3934729681658,784.3934729681658,240.0,175.0,167.41378019108924,1599.5137522378309
GD2,400,static,3,3,693.0547978765862,698.8161437351487,733.8273989382931,736.7080718675744,240.0,175.0,167.41378019108924,1484.4821968148794
GD3,600,dynamic,2,3,1244.6140253880471,1253.4033468700482,1302.7603460273572,1307.1550067683575,240.0,175.0,167.41378019108924,2613.614371415404
GD1,600,dynamic,2,3,1252.1634886333622,1252.6802299267767,1306.5350776500145,1306.7934482967216,240.0,175.0,167.41378019108924,2624.9385662833765
GD1,600,static,3,3,1151.1173084351285,1158.3690916713558,1210.8586542175644,1214.4845458356779,240.0,175.0,167.41378019108924,2419.575962652693
GD2,600,dynamic,2,3,1243.672930268334,1247.138364290653,1302.2897984675003,1304.02251547866,240.0,175.0,167.41378019108924,2612.202728735834
GD3,600,static,3,3,1151.1782404893129,1151.1782404893129,1210.8891202446564,1210.8891202446564,240.0,175.0,167.41378019108924,2419.6673607339694
GD3,800,dynamic,2,3,2235.0927944525815,2243.225244357825,2315.999730559624,2320.0659555122456,240.0,175.0,167.41378019108924,4617.332525012205
GD1,800,dynamic,2,3,2237.069779475209,2242.462954663264,2316.988223070938,2319.6848106649654,240.0,175.0,167.41378019108924,4620.2980025461475
GD1,800,static,1,3,2034.791263370116,2034.791263370116,2117.3622983517243,2117.3622983517243,240.0,175.0,167.41378019108924,4209.753561721841
GD2,800,static,3,3,2059.1005592180663,2061.54541493793,2137.8502796090324,2139.072707468965,240.0,175.0,167.41378019108924,4254.550838827099
GD2,800,dynamic,2,3,2240.636544711051,2240.7085500659773,2318.7716056888585,2318.8076083663213,240.0,175.0,167.41378019108924,4625.648150399909
GD1,800,static,3,3,2059.9579818168163,2059.9579818168163,2138.2789909084076,2138.2789909084076,240.0,175.0,167.41378019108924,4255.836972725225
GD3,800,static,3,3,2061.5859941841136,2061.5859941841136,2139.0929970920565,2139.0929970920565,240.0,175.0,167.41378019108924,4258.278991276171
GD2,200,static,1,1,534.1703585864641,534.1703585864641,553.985179293232,553.985179293232,240.0,175.0,167.41378019108924,1260.955537879696
GD2,200,static,3,2,464.46094604400696,464.46094604400696,482.18047302200347,482.18047302200347,240.0,175.0,167.41378019108924,1033.0414190660106
GD3,200,dynamic,2,3,427.5077193576935,427.5077193576935,452.2071930121801,452.2071930121801,240.0,175.0,167.41378019108924,945.9549123698736
GD2,200,static,3,1,590.1066144034161,592.4896020515075,606.953307201708,608.1448010257537,240.0,175.0,167.41378019108924,1369.859921605124
GD3,200,static,3,1,584.3752098974193,584.3752098974193,604.0876049487096,604.0876049487096,240.0,175.0,167.41378019108924,1361.2628148461288
GD1,200,dynamic,2,1,597.0094872158321,600.7912233894438,619.864743607916,621.7556116947219,240.0,175.0,167.41378019108924,1415.5942308237481
GD1,200,static,3,1,591.5552441455076,591.5552441455076,607.6776220727537,607.6776220727537,240.0,175.0,167.41378019108924,1372.0328662182612
GD2,200,dynamic,2,1,599.1793383554543,599.1793383554543,620.9496691777272,620.9496691777272,240.0,175.0,167.41378019108924,1418.8490075331815
GD1,400,dynamic,2,1,909.847198776912,918.5676105151236,947.783599388456,952.1438052575619,240.0,175.0,167.41378019108924,2056.350798165368
GD2,400,dynamic,2,1,908.7903580084151,916.4826985767668,947.2551790042075,951.1013492883834,240.0,175.0,167.41378019108924,2054.7655370126226
GD3,400,dynamic,2,1,916.4079715237567,919.6459271732172,951.0639857618785,952.6829635866087,240.0,175.0,167.41378019108924,2066.191957285635
GD2,400,static,3,1,859.7513893478481,864.8326384342406,899.775694673924,902.3163192171203,240.0,175.0,167.41378019108924,1932.3270840217722
GD3,400,static,3,1,855.1313941520934,855.1313941520934,897.4656970760467,897.4656970760467,240.0,175.0,167.41378019108924,1925.39709122814
GD1,600,static,3,1,1310.4030315906089,1315.9667135455554,1373.1015157953043,1375.8833567727777,240.0,175.0,167.41378019108924,2856.3045473859133
GD3,600,static,3,1,1309.0503539625126,1316.6985560263788,1372.4251769812563,1376.2492780131895,240.0,175.0,167.41378019108924,2854.2755309437694
GD3,600,dynamic,2,1,1406.1025319452765,1420.3999653685514,1466.411265972638,1473.5599826842756,240.0,175.0,167.41378019108924,3071.233797917914
GD2,600,dynamic,2,1,1401.9415364133044,1407.4422316505006,1464.3307682066522,1467.0811158252502,240.0,175.0,167.41378019108924,3064.9923046199565
GD3,600,static,1,1,1269.5812508071617,1269.5812508071617,1327.690625403581,1327.690625403581,240.0,175.0,167.41378019108924,2770.0718762107426
GD2,800,static,3,1,2198.775259892206,2198.775259892206,2290.2876299461027,2290.2876299461027,240.0,175.0,167.41378019108924,4661.8628898383095
GD3,800,static,3,1,2222.3582660715238,2224.783300623744,2302.0791330357615,2303.2916503118718,240.0,175.0,167.41378019108924,4697.2373991072855
GD3,800,dynamic,2,1,2401.7851177572047,2403.5807685534887,2482.2525588786025,2483.1503842767443,240.0,175.0,167.41378019108924,5082.757676635807
GD2,800,dynamic,2,1,2409.4548889842727,2414.4883200725867,2486.087444492136,2488.6041600362933,240.0,175.0,167.41378019108924,5094.2623334764085
GD1,800,dynamic,2,1,2406.277249145946,2406.277249145946,2484.498624572973,2484.498624572973,240.0,175.0,167.41378019108924,5089.495873718919
GD1,800,static,3,1,2220.001446685247,2220.001446685247,2300.9007233426237,2300.9007233426237,240.0,175.0,167.41378019108924,4693.702170027871
GD1,200,dynamic,2,1,596.1861106406881,599.8847130625686,619.453055320344,621.3023565312843,240.0,175.0,167.41378019108924,1414.359165961032
GD2,200,dynamic,2,2,479.3019272492163,479.3019272492163,498.83096362460816,498.83096362460816,240.0,175.0,167.41378019108924,1077.4928908738243
GD3,200,dynamic,2,3,429.43392555121767,429.43392555121767,453.1702961089422,453.1702961089422,240.0,175.0,167.41378019108924,948.8442216601599
GD2,200,dynamic,2,1,609.3068890658521,619.2441164596148,626.013444532926,630.9820582298074,240.0,175.0,167.41378019108924,1434.0403335987783
GD1,200,static,3,1,584.4536844020686,587.3732007071144,604.1268422010343,605.5866003535572,240.0,175.0,167.41378019108924,1361.380526603103
GD3,200,static,3,1,591.6702094656647,591.6702094656647,607.7351047328324,607.7351047328324,240.0,175.0,167.41378019108924,1372.205314198497
GD1,400,dynamic,2,1,911.4408747749173,922.132623690161,948.5804373874586,953.9263118450806,240.0,175.0,167.41378019108924,2058.741312162376
GD1,400,static,3,1,856.8403141366808,869.4919380444165,898.3201570683404,904.6459690222082,240.0,175.0,167.41378019108924,1927.9604712050211
GD2,400,dynamic,2,1,896.7487691764628,896.9645226494162,941.2343845882315,941.3422613247081,240.0,175.0,167.41378019108924,2036.7031537646944
GD2,400,static,3,1,867.9143192333229,869.5846906385366,903.8571596166614,904.6923453192683,240.0,175.0,167.41378019108924,1944.5714788499843
GD1,600,static,3,1,1314.061803803424,1314.061803803424,1374.9309019017119,1374.9309019017119,240.0,175.0,167.41378019108924,2861.792705705136
GD2,600,static,3,1,1319.8797042250972,1326.7728225806686,1377.8398521125484,1381.2864112903344,240.0,175.0,167.41378019108924,2870.519556337646
GD3,600,dynamic,2,1,1406.5414986440474,1420.82435937553,1466.6307493220236,1473.772179687765,240.0,175.0,167.41378019108924,3071.892247966071
GD2,600,dynamic,2,1,1404.493521612784,1418.5717712135977,1465.606760806392,1472.6458856067989,240.0,175.0,167.41378019108924,3068.820282419176
GD3,600,static,3,1,1320.8380215955792,1320.8380215955792,1378.3190107977896,1378.3190107977896,240.0,175.0,167.41378019108924,2871.957032393369
GD1,800,static,3,1,2222.885526250324,2222.885526250324,2302.342763125162,2302.342763125162,240.0,175.0,167.41378019108924,4698.028289375486
GD3,800,dynamic,2,1,2403.64214064947,2405.8671687881438,2483.1810703247347,2484.293584394072,240.0,175.0,167.41378019108924,5085.543210974205
GD1,800,dynamic,2,1,2402.1454376281217,2408.0448190865895,2482.432718814061,2485.3824095432947,240.0,175.0,167.41378019108924,5083.298156442183
GD3,800,static,3,1,2210.5934563215146,2210.5934563215146,2296.196728160757,2296.196728160757,240.0,175.0,167.41378019108924,4679.590184482272
GD2,800,dynamic,2,1,2399.513235064018,2403.9703417152773,2481.116617532009,2483.3451708576385,240.0,175.0,167.41378019108924,5079.349852596028
