iteration,loss_smoothed,payoff_norm
0,0.8296791911125183,0.0
1,0.8296791911125183,0.16580245966743973
2,0.9580418666203817,0.07587373646262019
3,1.0222232043743134,0.2432629733537461
4,1.0607320070266724,0.34374825546532345
5,1.086404542128245,0.4536945144868506
6,0.9377854205667973,0.5253445159791716
7,0.8263210793957114,0.6141682910469318
8,0.7396265918182002,0.6616836220567978
9,0.6702710017561913,0.67430173234495
10,0.6489346040920778,0.708025902453549
11,0.6311542727053165,0.7322821110653729
12,0.6161093769165186,0.7543897904540037
13,0.6032137519546917,0.7668798330688013
14,0.591099140048027,0.7809824391367732
15,0.5804988546296954,0.7941647053082336
16,0.5711456616135204,0.8081595955490315
17,0.5628317122658094,0.8091960692139681
18,0.5975862168952039,0.8132169727892874
19,0.6288652710616589,0.8151943469827485
20,0.6571653676884515,0.8159697773687039
21,0.682892728258263,0.8273714901066631
22,0.654518603792657,0.8374082565141445
23,0.6285089896991849,0.844896814645045
24,0.6045801447331905,0.835193545341489
25,0.5726044917106629,0.8723587382043604
26,0.5729302597045899,0.8879778236772129
27,0.5578525066375732,0.9286340451885926
28,0.5427747535705566,0.9335629428000126
29,0.5276970005035401,0.9360744469650826
30,0.49661845207214356,0.9352763620617209
31,0.512287764698267,0.9389397394723049
32,0.5279570773243905,0.9185279126122655
33,0.5436263899505138,0.9190144601819276
34,0.5427265797555446,0.9224808142671255
35,0.5262467721104622,0.9233562040592913
36,0.5097669644653797,0.9129165276355793
37,0.4932871568202972,0.9134776837018317
38,0.4933888614177704,0.9112325709531621
39,0.4940536081790924,0.912086791248393
40,0.49471835494041444,0.9087504496206241
41,0.49538310170173644,0.9047985774995674
42,0.5286388897895813,0.9090432103591667
43,0.5298277688026428,0.9081420757447483
44,0.5310166478157043,0.9163748255288661
45,0.5322055268287659,0.9229957345128847
46,0.48408245369791986,0.9213574940368505
47,0.48367455795407294,0.9115229550109226
48,0.4832666622102261,0.9072463882865943
49,0.48285876646637915,0.9206597369962667
50,0.5163719260692596,0.887208608575638
51,0.5175836646556854,0.8656751384381994
52,0.48490207217633724,0.817084630235989
53,0.4522204796969891,0.8045199569212632
54,0.4195388872176409,0.8057408218882749
55,0.4028580901026726,0.809232775540063
56,0.3861045105755329,0.7966136658822452
57,0.3693509310483932,0.7981969740387008
58,0.3525973515212536,0.7978789259689387
59,0.35241289481520655,0.7948077029698057
60,0.4526261407136917,0.7817746305951829
61,0.5528393866121769,0.7894124595945847
62,0.653052632510662,0.7920557507981576
63,0.7366843661665916,0.7910628965423405
64,0.7541813322901726,0.7922838073125822
65,0.7716782984137535,0.7967424012395523
66,0.7891752645373344,0.8002488230187684
67,0.7740811893343925,0.8069163168567702
68,0.7601884290575981,0.8189133297616336
69,0.7462956687808037,0.8020701359829207
70,0.7324029085040092,0.7941363602843667
71,0.7678221003711223,0.787772174630298
72,0.7682504869997502,0.7831147075304195
73,0.768678873628378,0.7876953493735706
74,0.7691072602570057,0.7903730312069853
75,0.7356145915389061,0.8213766577157205
76,0.7702444705367089,0.8554677010472378
77,0.8387676806002855,0.9050889124078484
78,0.9072908906638623,0.9259924874656997
79,0.9758141007274389,0.9342258721922443
80,0.9762358686327934,0.9296511249149372
81,0.9767304189503193,0.9452447642899201
82,0.9772249692678452,0.9563784897247799
83,0.9777195195853711,0.957987416217202
84,1.0444767087697984,0.9642563789339584
85,1.0108361953496934,0.9763753162870106
86,0.9771956819295883,0.981040185641167
87,0.9435551685094833,0.9715119461228781
88,0.9104761737585068,0.9791866362719176
89,0.9435319465398788,0.978947010573693
90,0.9765877193212509,0.9764148152970943
91,1.009643492102623,0.975501328933846
92,1.0102266949415206,0.9698805526373259
93,1.009608582854271,0.9592899733181294
94,1.0089904707670212,0.978959994701644
95,1.0083723586797715,0.9791475898157588
96,1.073905777335167,0.9849839333885164
97,1.1744300012290478,0.9938943645666833
98,1.2749542251229287,0.994311032252079
99,1.3754784490168095,1.0
100,1.4247287118434906,0.9660352575446276
101,1.4058564269542695,0.9503237562176322
102,1.387111724615097,0.9445291743719822
103,1.3683670222759248,0.9329231024958999
104,1.3496223199367523,0.9258467946898201
105,1.398979059755802,0.9189137716561854
106,1.4987848895788192,0.9023591043549604
107,1.5985907194018365,0.9023789687559257
108,1.6983965492248536,0.8914870369899778
109,1.7319397401809693,0.8913389936254156
110,1.764905710220337,0.88377499651403
111,1.7978716802597046,0.8789524876323909
112,1.8308376502990722,0.8833189931743586
113,1.8632421016693115,0.8816039857923075
114,1.7958963829278947,0.8774588875290508
115,1.7285506641864776,0.8778144288014096
116,1.6612049454450608,0.8655878591919511
117,1.6263317966461182,0.8687711759477824
118,1.6420077681541443,0.8722715937406703
119,1.6576837396621704,0.8626311052925343
120,1.6733597111701966,0.8708048465760322
